rho_0,alpha,mean_pw_distance
70.0,7.0,1.7137648326523685
72.5,2.25,20.979599733274913
72.5,2.0,20.334892093367266
72.5,2.5,20.328613494031355
72.5,2.75,18.741423665246657
72.5,1.75,18.385941505313514
72.5,3.0,16.762566126920735
72.5,1.5,15.77524196254795
72.5,3.25,14.789789698136595
72.5,1.25,13.146946728329011
72.5,3.5,12.93463435632511
72.5,3.75,11.245353913327003
72.5,1.0,10.517722897596872
72.5,4.0,9.713641142593817
72.5,4.25,8.338624321367098
72.5,4.5,7.121927420866168
72.5,4.75,6.04961283991599
72.5,5.0,5.09774547500343
72.5,5.25,4.247948706477035
72.5,5.5,3.5127256298102703
72.5,5.75,2.8709189540921467
72.5,6.0,2.3173884232147755
72.5,6.25,1.8412126237739876
72.5,6.5,1.4458556952864905
72.5,6.75,1.0897158726884408
72.5,7.0,0.831193605594899
75.0,2.0,19.049197314408865
75.0,2.25,18.586208341108467
75.0,1.75,18.067782358592893
75.0,2.5,17.03837192481693
75.0,1.5,15.77524196254795
75.0,2.75,15.055112899551832
75.0,1.25,13.146946728329011
75.0,3.0,13.097149336484069
75.0,3.25,11.2838561377687
75.0,1.0,10.517722897596872
75.0,3.5,9.648984292105073
75.0,3.75,8.188957968916446
75.0,4.0,6.897534941330054
75.0,4.25,5.782709596613957
75.0,4.5,4.800266378136771
75.0,4.75,3.9332784815846193
75.0,5.0,3.1933977871856944
75.0,5.25,2.5553529408348816
75.0,5.5,2.0120113721035073
75.0,5.75,1.5606664579092757
75.0,6.0,1.1792744613191433
75.0,6.25,0.8619074191347837
75.0,6.5,0.6409294701713809
75.0,6.75,0.463840867674009
75.0,7.0,0.31882169378022296
77.5,1.75,17.068740943528425
77.5,2.0,16.832976001439643
77.5,1.5,15.672422434597564
77.5,2.25,15.333287303533767
77.5,2.5,13.35240966059978
77.5,1.25,13.146946728329011
77.5,2.75,11.41056038740716
77.5,1.0,10.517722897596872
77.5,3.0,9.64701472927891
77.5,3.25,8.080455141023977
77.5,3.5,6.704173484115043
77.5,3.75,5.5259460297361835
77.5,4.0,4.504634311671646
77.5,4.25,3.620690150096599
77.5,4.5,2.874424158600882
77.5,4.75,2.241386931615063
77.5,5.0,1.710827453131773
77.5,5.25,1.2854304032826298
77.5,5.5,0.9218438251734896
77.5,5.75,0.65924154724287
77.5,6.0,0.46904586740365806
77.5,6.25,0.31055089359671195
77.5,6.5,0.1970705696461285
77.5,6.75,0.1010195534343462
77.5,7.0,0.04078302941206574
80.0,1.75,15.05865514327464
80.0,1.5,15.000837259869261
80.0,2.0,13.63074513885214
80.0,1.25,13.143331995249257
80.0,2.25,11.64729945490721
80.0,1.0,10.517722897596872
80.0,2.5,9.734069276642794
80.0,2.75,8.032393551516918
80.0,3.0,6.5515819041666035
80.0,3.25,5.281829919361166
80.0,3.5,4.215467664706105
80.0,3.75,3.3095251424366112
80.0,4.0,2.554684579130352
80.0,4.25,1.9304445131780863
80.0,4.5,1.4173688974195362
80.0,4.75,1.0173355218374618
80.0,5.0,0.6896555731613281
80.0,5.25,0.4753849692965817
80.0,5.5,0.30812667288676776
80.0,5.75,0.18649186156061062
80.0,6.0,0.09004093689689739
80.0,6.25,0.029763523825275463
80.0,6.5,0.003413498499346388
80.0,6.75,0.0
80.0,7.0,0.0
