rho_0,alpha,device,mean_error,error_list
67.5,5.0,1211,3.67,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 4.7, 6.0, 7.42, 5.2, 4.39, 6.19, 5.1, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 2.0, 2.97, 0.0, 2.2, 4.0, 4.61, 6.1, 4.0, 4.61, 7.56, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.1, 3.05, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 7.52, 2.1, 4.2, 2.97, 4.2, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 6.43, 4.3, 2.08, 5.38, 3.29, 1.7, 3.31, 3.76, 2.0, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,5.0,1212,3.77,"[5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 7.93, 4.7, 8.95, 7.42, 5.2, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 6.43, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 2.0, 2.3, 4.6, 2.3, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.02, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 6.77, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 9.04, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 4.61, 6.1, 6.43, 6.43, 4.3, 2.2, 1.7, 3.8, 3.16, 3.45, 5.37, 4.74, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 5.4, 0.0, 0.0, 2.0, 0.0, 2.48, 4.0]"
67.5,5.0,121D,3.76,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 7.93, 5.3, 8.05, 8.16, 5.2, 4.39, 7.17, 5.1, 3.18, 2.2, 4.6, 2.3, 2.3, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 4.57, 5.95, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 11.09, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.62, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 0.0, 2.1, 4.2, 4.65, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.0, 2.0, 4.0, 6.4, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.0,1F61,3.67,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 3.96, 6.0, 7.42, 5.2, 4.39, 7.17, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 7.08, 4.61, 5.02, 4.0, 4.57, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 2.3, 4.6, 0.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 8.1, 4.61, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 1.99, 0.0, 1.7, 3.8, 3.16, 1.2, 2.08, 3.45, 4.46, 4.0, 4.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,5.0,2005,3.76,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 6.74, 6.0, 7.42, 8.0, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.83, 0.0, 4.4, 8.0, 6.43, 7.56, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 4.7, 2.0, 3.05, 6.1, 4.61, 6.43, 4.0, 6.43, 4.65, 2.21, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 7.8, 4.61, 6.1, 6.0, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.0, 2.0, 4.0, 6.4, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 5.69, 5.55, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.0,2055,3.81,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.05, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 2.97, 2.97, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 2.97, 2.21, 3.18, 5.62, 4.2, 2.9, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.43, 6.43, 2.91, 2.2, 3.38, 3.8, 3.45, 4.0, 4.0, 2.0, 8.32, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 3.49, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,1002,3.64,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.0, 7.56, 5.2, 4.39, 9.23, 5.1, 3.18, 2.2, 4.6, 2.3, 2.3, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 5.95, 2.97, 2.97, 4.83, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 3.05, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 2.21, 2.1, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 4.88, 4.3, 1.99, 0.0, 1.7, 3.8, 4.18, 3.45, 4.0, 2.0, 2.0, 6.4, 6.71, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,104D,3.75,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 4.1, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 6.26, 6.77, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.3, 6.0, 6.43, 7.56, 0.0, 3.38, 3.45, 4.0, 2.0, 4.74, 4.61, 6.43, 4.61, 4.0, 2.92, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,10CE,3.73,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 8.7, 9.48, 4.7, 6.0, 7.42, 5.74, 4.39, 9.23, 5.1, 3.18, 2.2, 4.6, 2.3, 2.3, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 5.02, 4.57, 4.0, 2.97, 5.95, 2.0, 2.97, 4.4, 2.97, 0.0, 2.2, 4.4, 8.0, 6.43, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 4.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.3, 6.99, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 2.08, 3.45, 4.46, 2.0, 4.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,1210,3.6,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 6.0, 7.42, 5.2, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 4.88, 4.3, 2.2, 1.7, 4.18, 3.45, 4.46, 2.0, 2.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,1211,3.62,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 4.7, 6.0, 7.42, 5.2, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 2.3, 5.14, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 2.97, 2.0, 2.97, 0.0, 2.2, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 4.0, 4.61, 5.02, 2.0, 2.3, 4.6, 0.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 2.0, 3.05, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.43, 6.43, 4.3, 2.08, 5.38, 0.0, 1.7, 3.31, 3.76, 1.36, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 3.05, 4.11]"
67.5,5.25,1212,3.7,"[5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 9.48, 6.74, 8.95, 7.42, 3.28, 4.39, 6.19, 5.05, 3.18, 2.2, 4.6, 2.3, 0.0, 2.3, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 2.97, 2.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 6.43, 6.1, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 4.65, 6.77, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 9.04, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.43, 6.43, 4.3, 2.2, 1.7, 3.8, 3.16, 3.45, 5.37, 4.74, 2.0, 6.4, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 5.4, 0.0, 0.0, 2.0, 0.0, 2.48, 4.16]"
67.5,5.25,121D,3.77,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 9.48, 5.3, 8.05, 8.16, 3.28, 4.39, 9.23, 5.1, 3.18, 3.18, 4.6, 2.3, 2.3, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 2.0, 4.57, 5.95, 2.0, 2.97, 4.4, 2.97, 0.0, 2.2, 4.4, 11.09, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 6.43, 7.56, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.0, 2.0, 4.0, 6.4, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,1F61,3.7,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 3.96, 6.0, 7.42, 5.2, 4.39, 7.17, 5.1, 3.18, 3.18, 4.6, 2.3, 2.3, 5.14, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 7.08, 4.61, 5.02, 4.0, 4.57, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 1.99, 0.0, 1.7, 3.8, 3.16, 1.2, 2.08, 3.45, 4.46, 5.99, 4.0, 6.4, 6.43, 4.61, 4.0, 3.05, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,2005,3.72,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 6.74, 6.0, 7.42, 8.0, 4.39, 6.19, 5.05, 3.18, 3.18, 3.25, 2.3, 2.3, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 2.97, 5.95, 2.97, 0.0, 2.97, 4.4, 0.0, 4.4, 8.0, 4.61, 7.56, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 4.7, 2.0, 3.05, 4.0, 4.61, 6.43, 4.0, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 7.8, 4.61, 6.1, 6.0, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.0, 2.0, 4.0, 8.77, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.25,2055,3.76,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 2.97, 2.97, 2.0, 2.97, 4.4, 2.2, 2.0, 2.2, 4.4, 4.0, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 0.0, 2.1, 5.62, 2.0, 2.9, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 2.91, 2.2, 3.38, 3.8, 3.45, 4.0, 4.0, 2.0, 8.77, 6.43, 4.61, 4.0, 3.05, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 3.05, 4.11]"
67.5,5.5,1002,3.6,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.0, 7.56, 3.44, 4.39, 9.23, 5.1, 3.18, 3.18, 4.6, 0.0, 2.3, 3.25, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 5.95, 2.97, 2.97, 4.83, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 0.0, 2.1, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 6.43, 4.3, 1.99, 0.0, 1.7, 3.8, 4.18, 3.45, 2.73, 1.36, 4.0, 6.4, 6.71, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 2.3, 2.48, 4.11]"
67.5,5.5,104D,3.7,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 2.3, 5.14, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 7.56, 6.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 6.77, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 0.0, 3.38, 3.45, 2.73, 1.36, 4.74, 4.61, 6.43, 4.61, 4.0, 3.05, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 2.3, 2.48, 4.11]"
67.5,5.5,10CE,3.71,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 8.7, 8.94, 4.7, 6.0, 7.42, 5.74, 4.39, 9.23, 5.1, 3.18, 2.2, 4.6, 0.0, 2.3, 5.14, 2.3, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 5.02, 2.97, 2.0, 2.97, 4.83, 2.0, 2.2, 4.4, 2.97, 0.0, 2.2, 4.83, 6.0, 6.43, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 4.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 4.65, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.3, 6.3, 6.43, 4.3, 3.3, 1.99, 0.0, 1.7, 3.8, 3.16, 2.08, 3.45, 4.46, 6.61, 4.0, 4.61, 6.43, 6.43, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 2.3, 2.48, 4.11]"
