rho_0,alpha,mean_pw_distance
62.5,2.75,15.176930848314536
62.5,4.5,15.137929271650892
62.5,4.75,14.237055924505466
62.5,2.5,13.8000745187122
62.5,5.0,13.284442427164365
62.5,2.25,12.419398913274813
62.5,5.25,12.294442354773931
62.5,5.5,11.287699837411084
62.5,2.0,11.039883726485778
62.5,5.75,10.283463925675292
62.5,1.75,9.660491154612936
62.5,6.0,9.313276347584114
62.5,6.25,8.405871501189376
62.5,1.5,8.27897524102395
62.5,6.5,7.534038039724973
62.5,1.25,6.89986064841559
62.5,6.75,6.722029567148643
62.5,7.0,5.953507707409451
62.5,1.0,5.520313161015146
65.0,3.25,16.1884629918387
65.0,3.5,16.005149725133524
65.0,3.0,15.908874734146131
65.0,3.75,15.489951295716367
65.0,2.75,15.087572965937403
65.0,4.0,14.787474992724764
65.0,4.25,13.954962841990506
65.0,2.5,13.800025293217448
65.0,4.5,13.039916012619098
65.0,2.25,12.419398913274813
65.0,4.75,12.071786870981427
65.0,5.0,11.072728105875353
65.0,2.0,11.039883726485778
65.0,5.25,10.066937146282244
65.0,1.75,9.660491154612936
65.0,5.5,9.075793623561058
65.0,1.5,8.27897524102395
65.0,5.75,8.140339149180756
65.0,6.0,7.261263227541954
65.0,1.25,6.89986064841559
65.0,6.25,6.431740266020365
65.0,6.5,5.654879433733073
65.0,1.0,5.520313161015146
65.0,6.75,4.9405336767535495
65.0,7.0,4.2838337104874915
67.5,3.0,15.029308758228982
67.5,3.25,14.862469382466172
67.5,2.75,14.690794861437471
67.5,3.5,14.338407178814505
67.5,2.5,13.759420051281383
67.5,3.75,13.617491541177849
67.5,4.0,12.76815769242463
67.5,2.25,12.419398913274813
67.5,4.25,11.836095506146671
67.5,2.0,11.039883726485778
67.5,4.5,10.855666679696943
67.5,4.75,9.849097016211113
67.5,1.75,9.660491154612936
67.5,5.0,8.84669964774815
67.5,1.5,8.27897524102395
67.5,5.25,7.882706996824956
67.5,5.5,6.991127249351743
67.5,1.25,6.89986064841559
67.5,5.75,6.142546188716069
67.5,1.0,5.520313161015146
67.5,6.0,5.359931504171861
67.5,6.25,4.637425115716107
67.5,6.5,3.977857272125774
67.5,6.75,3.3788471823471586
67.5,7.0,2.845593869398972
70.0,2.75,13.865912285959586
70.0,3.0,13.719186360484091
70.0,2.5,13.457526462322951
70.0,3.25,13.186053693432305
70.0,3.5,12.444472657409378
70.0,2.25,12.409232545580636
70.0,3.75,11.575507160137771
70.0,2.0,11.039883726485778
70.0,4.0,10.62745618569015
70.0,1.75,9.660491154612936
70.0,4.25,9.635068662326136
70.0,4.5,8.629258200750254
70.0,1.5,8.27897524102395
70.0,4.75,7.641034647509262
70.0,1.25,6.89986064841559
70.0,5.0,6.724757093900527
70.0,5.25,5.857645052331044
70.0,1.0,5.520313161015146
70.0,5.5,5.066533135273106
70.0,5.75,4.333888191527713
70.0,6.0,3.6718586678133316
70.0,6.25,3.0763336851508396
70.0,6.5,2.549800361662605
70.0,6.75,2.0749623497355576
70.0,7.0,1.6802714206912133
72.5,2.5,12.698991688130429
72.5,2.75,12.575160627132805
72.5,2.25,12.20512076896014
72.5,3.0,12.031818360819981
72.5,3.25,11.270075532178272
72.5,2.0,11.039330229231547
72.5,3.5,10.378303544669967
72.5,1.75,9.660491154612936
72.5,3.75,9.41455290944391
72.5,4.0,8.411720402085423
72.5,1.5,8.27897524102395
72.5,4.25,7.409894309967149
72.5,1.25,6.89986064841559
72.5,4.5,6.460328826304945
72.5,4.75,5.58199964094345
72.5,1.0,5.520313161015146
72.5,5.0,4.773887395232944
72.5,5.25,4.031202694661495
72.5,5.5,3.365962901350659
72.5,5.75,2.7732934606825834
72.5,6.0,2.2541901320256725
72.5,6.25,1.7999905892436499
72.5,6.5,1.4197237291497449
72.5,6.75,1.074220564963899
72.5,7.0,0.8212893170541731
75.0,2.25,11.526204164187295
75.0,2.5,11.432751603810052
75.0,2.0,10.92641548634065
75.0,2.75,10.875039894367879
75.0,3.0,10.091731231694268
75.0,1.75,9.660491154612936
75.0,3.25,9.178169593411893
75.0,1.5,8.27897524102395
75.0,3.5,8.195574237113416
75.0,3.75,7.19012866675643
75.0,1.25,6.89986064841559
75.0,4.0,6.208991340656351
75.0,1.0,5.520313161015146
75.0,4.25,5.310768916706119
75.0,4.5,4.482298352828076
75.0,4.75,3.7281335719322013
75.0,5.0,3.059987896319525
75.0,5.25,2.4702961203071085
75.0,5.5,1.959429954292679
75.0,5.75,1.5277373646117918
75.0,6.0,1.159970508137409
75.0,6.25,0.8506935727429749
75.0,6.5,0.6339944896402051
75.0,6.75,0.45977108697131464
75.0,7.0,0.316556140952861
77.5,2.0,10.347626723073294
77.5,2.25,10.288649903937895
77.5,2.5,9.719502721156394
77.5,1.75,9.618552770454281
77.5,2.75,8.907265306595203
77.5,1.5,8.27897524102395
77.5,3.0,7.970582931204477
77.5,3.25,6.9738566148206385
77.5,1.25,6.89986064841559
77.5,3.5,5.9724487511926325
77.5,1.0,5.520313161015146
77.5,3.75,5.043133260653337
77.5,4.0,4.1913720158853565
77.5,4.25,3.426607205164623
77.5,4.5,2.7543764794794834
77.5,4.75,2.1687759646387206
77.5,5.0,1.6682874739937368
77.5,5.25,1.2602797455910602
77.5,5.5,0.9084175016903159
77.5,5.75,0.6515277277077277
77.5,6.0,0.464606159846764
77.5,6.25,0.3082255801731287
77.5,6.5,0.19597735048117929
77.5,6.75,0.10064446307291601
77.5,7.0,0.0406884764564593
80.0,1.75,9.15779698537279
80.0,2.0,9.146131701363403
80.0,2.25,8.558165829109353
80.0,1.5,8.272206445933758
80.0,2.5,7.717436727141635
80.0,1.25,6.89986064841559
80.0,2.75,6.7562414742167
80.0,3.0,5.752484758194234
80.0,1.0,5.520313161015146
80.0,3.25,4.779964036432657
80.0,3.5,3.9043765084356576
80.0,3.75,3.1258941738731334
80.0,4.0,2.4479799883885747
80.0,4.25,1.8700609237888002
80.0,4.5,1.3840948517371527
80.0,4.75,0.9994960033241681
80.0,5.0,0.6806857256199876
80.0,5.25,0.4704808027809507
80.0,5.5,0.3056995594318215
80.0,5.75,0.18540543710067597
80.0,6.0,0.0897047918123526
80.0,6.25,0.02970312683238279
80.0,6.5,0.003413498499346388
80.0,6.75,0.0
80.0,7.0,0.0
