rho_0,alpha,device,,error_list
70.0,3.25,1212,count,141.0
70.0,3.25,1212,std,1.68
70.0,3.25,121D,mean,3.09
70.0,3.25,121D,median,2.95
70.0,3.25,121D,rmse,3.51
70.0,3.25,121D,max,7.47
70.0,3.25,121D,min,0.11
70.0,3.25,121D,count,147.0
70.0,3.25,121D,std,1.66
70.0,3.25,1F61,mean,3.1
70.0,3.25,1F61,median,3.05
70.0,3.25,1F61,rmse,3.53
70.0,3.25,1F61,max,8.37
70.0,3.25,1F61,min,0.31
70.0,3.25,1F61,count,144.0
70.0,3.25,1F61,std,1.7
70.0,3.25,2005,mean,3.26
70.0,3.25,2005,median,3.03
70.0,3.25,2005,rmse,3.66
70.0,3.25,2005,max,8.78
70.0,3.25,2005,min,0.45
70.0,3.25,2005,count,145.0
70.0,3.25,2005,std,1.67
70.0,3.25,2055,mean,3.11
70.0,3.25,2055,median,2.81
70.0,3.25,2055,rmse,3.56
70.0,3.25,2055,max,8.37
70.0,3.25,2055,min,0.09
70.0,3.25,2055,count,141.0
70.0,3.25,2055,std,1.74
70.0,3.5,1002,mean,3.23
70.0,3.5,1002,median,3.13
70.0,3.5,1002,rmse,3.67
70.0,3.5,1002,max,9.37
70.0,3.5,1002,min,0.2
70.0,3.5,1002,count,141.0
70.0,3.5,1002,std,1.74
70.0,3.5,104D,mean,3.25
70.0,3.5,104D,median,3.08
70.0,3.5,104D,rmse,3.67
70.0,3.5,104D,max,8.53
70.0,3.5,104D,min,0.0
70.0,3.5,104D,count,136.0
70.0,3.5,104D,std,1.7
70.0,3.5,10CE,mean,3.33
70.0,3.5,10CE,median,3.07
70.0,3.5,10CE,rmse,3.8
70.0,3.5,10CE,max,8.14
70.0,3.5,10CE,min,0.3
70.0,3.5,10CE,count,146.0
70.0,3.5,10CE,std,1.83
70.0,3.5,1210,mean,3.19
70.0,3.5,1210,median,2.97
70.0,3.5,1210,rmse,3.61
70.0,3.5,1210,max,7.81
70.0,3.5,1210,min,0.44
70.0,3.5,1210,count,143.0
70.0,3.5,1210,std,1.69
70.0,3.5,1211,mean,3.34
70.0,3.5,1211,median,3.19
70.0,3.5,1211,rmse,3.75
70.0,3.5,1211,max,8.02
70.0,3.5,1211,min,0.32
70.0,3.5,1211,count,136.0
70.0,3.5,1211,std,1.71
70.0,3.5,1212,mean,3.37
70.0,3.5,1212,median,3.33
70.0,3.5,1212,rmse,3.85
70.0,3.5,1212,max,8.34
70.0,3.5,1212,min,0.3
70.0,3.5,1212,count,141.0
70.0,3.5,1212,std,1.85
70.0,3.5,121D,mean,3.28
70.0,3.5,121D,median,3.02
70.0,3.5,121D,rmse,3.68
70.0,3.5,121D,max,8.33
70.0,3.5,121D,min,0.11
70.0,3.5,121D,count,147.0
70.0,3.5,121D,std,1.68
70.0,3.5,1F61,mean,3.24
70.0,3.5,1F61,median,3.08
70.0,3.5,1F61,rmse,3.69
70.0,3.5,1F61,max,8.55
70.0,3.5,1F61,min,0.31
70.0,3.5,1F61,count,144.0
70.0,3.5,1F61,std,1.78
70.0,3.5,2005,mean,3.32
70.0,3.5,2005,median,3.03
70.0,3.5,2005,rmse,3.73
70.0,3.5,2005,max,9.01
70.0,3.5,2005,min,0.09
70.0,3.5,2005,count,145.0
70.0,3.5,2005,std,1.7
70.0,3.5,2055,mean,3.22
70.0,3.5,2055,median,3.04
70.0,3.5,2055,rmse,3.68
70.0,3.5,2055,max,8.37
70.0,3.5,2055,min,0.09
70.0,3.5,2055,count,141.0
70.0,3.5,2055,std,1.78
70.0,3.75,1002,mean,3.33
70.0,3.75,1002,median,3.13
70.0,3.75,1002,rmse,3.75
70.0,3.75,1002,max,9.37
70.0,3.75,1002,min,0.34
70.0,3.75,1002,count,141.0
70.0,3.75,1002,std,1.73
70.0,3.75,104D,mean,3.27
70.0,3.75,104D,median,3.1
70.0,3.75,104D,rmse,3.66
70.0,3.75,104D,max,7.94
70.0,3.75,104D,min,0.34
70.0,3.75,104D,count,136.0
70.0,3.75,104D,std,1.64
70.0,3.75,10CE,mean,3.34
70.0,3.75,10CE,median,3.08
70.0,3.75,10CE,rmse,3.82
70.0,3.75,10CE,max,8.04
70.0,3.75,10CE,min,0.0
70.0,3.75,10CE,count,146.0
70.0,3.75,10CE,std,1.85
70.0,3.75,1210,mean,3.2
70.0,3.75,1210,median,2.88
70.0,3.75,1210,rmse,3.63
70.0,3.75,1210,max,7.86
70.0,3.75,1210,min,0.56
70.0,3.75,1210,count,143.0
70.0,3.75,1210,std,1.72
70.0,3.75,1211,mean,3.36
70.0,3.75,1211,median,3.12
70.0,3.75,1211,rmse,3.81
70.0,3.75,1211,max,8.26
70.0,3.75,1211,min,0.32
70.0,3.75,1211,count,136.0
70.0,3.75,1211,std,1.8
70.0,3.75,1212,mean,3.41
70.0,3.75,1212,median,3.28
70.0,3.75,1212,rmse,3.88
70.0,3.75,1212,max,8.49
70.0,3.75,1212,min,0.3
70.0,3.75,1212,count,141.0
70.0,3.75,1212,std,1.86
70.0,3.75,121D,mean,3.29
70.0,3.75,121D,median,3.03
70.0,3.75,121D,rmse,3.7
70.0,3.75,121D,max,8.01
70.0,3.75,121D,min,0.11
70.0,3.75,121D,count,147.0
70.0,3.75,121D,std,1.7
70.0,3.75,1F61,mean,3.29
70.0,3.75,1F61,median,3.06
70.0,3.75,1F61,rmse,3.74
70.0,3.75,1F61,max,8.48
70.0,3.75,1F61,min,0.31
70.0,3.75,1F61,count,144.0
70.0,3.75,1F61,std,1.78
70.0,3.75,2005,mean,3.3
70.0,3.75,2005,median,3.03
70.0,3.75,2005,rmse,3.71
70.0,3.75,2005,max,8.78
70.0,3.75,2005,min,0.35
70.0,3.75,2005,count,145.0
70.0,3.75,2005,std,1.68
70.0,3.75,2055,mean,3.22
70.0,3.75,2055,median,2.97
70.0,3.75,2055,rmse,3.65
70.0,3.75,2055,max,7.97
70.0,3.75,2055,min,0.09
70.0,3.75,2055,count,141.0
70.0,3.75,2055,std,1.72
70.0,4.0,1002,mean,3.39
70.0,4.0,1002,median,3.18
70.0,4.0,1002,rmse,3.81
70.0,4.0,1002,max,9.17
70.0,4.0,1002,min,0.34
70.0,4.0,1002,count,141.0
70.0,4.0,1002,std,1.74
70.0,4.0,104D,mean,3.36
70.0,4.0,104D,median,3.13
70.0,4.0,104D,rmse,3.77
70.0,4.0,104D,max,7.94
70.0,4.0,104D,min,0.32
70.0,4.0,104D,count,136.0
70.0,4.0,104D,std,1.7
70.0,4.0,10CE,mean,3.44
70.0,4.0,10CE,median,3.31
70.0,4.0,10CE,rmse,3.87
70.0,4.0,10CE,max,8.1
70.0,4.0,10CE,min,0.0
70.0,4.0,10CE,count,146.0
70.0,4.0,10CE,std,1.77
70.0,4.0,1210,mean,3.23
70.0,4.0,1210,median,2.97
70.0,4.0,1210,rmse,3.68
70.0,4.0,1210,max,7.92
70.0,4.0,1210,min,0.26
70.0,4.0,1210,count,143.0
70.0,4.0,1210,std,1.76
70.0,4.0,1211,mean,3.4
70.0,4.0,1211,median,3.12
70.0,4.0,1211,rmse,3.86
70.0,4.0,1211,max,9.74
70.0,4.0,1211,min,0.23
70.0,4.0,1211,count,136.0
70.0,4.0,1211,std,1.82
70.0,4.0,1212,mean,3.44
70.0,4.0,1212,median,3.27
70.0,4.0,1212,rmse,3.92
70.0,4.0,1212,max,9.32
70.0,4.0,1212,min,0.01
70.0,4.0,1212,count,141.0
70.0,4.0,1212,std,1.87
70.0,4.0,121D,mean,3.36
70.0,4.0,121D,median,3.02
70.0,4.0,121D,rmse,3.87
70.0,4.0,121D,max,12.61
70.0,4.0,121D,min,0.13
70.0,4.0,121D,count,147.0
70.0,4.0,121D,std,1.94
70.0,4.0,1F61,mean,3.43
70.0,4.0,1F61,median,3.18
70.0,4.0,1F61,rmse,3.91
70.0,4.0,1F61,max,9.49
70.0,4.0,1F61,min,0.31
70.0,4.0,1F61,count,144.0
70.0,4.0,1F61,std,1.89
70.0,4.0,2005,mean,3.48
70.0,4.0,2005,median,3.17
70.0,4.0,2005,rmse,3.89
70.0,4.0,2005,max,8.16
70.0,4.0,2005,min,0.09
70.0,4.0,2005,count,145.0
70.0,4.0,2005,std,1.73
70.0,4.0,2055,mean,3.27
70.0,4.0,2055,median,3.05
70.0,4.0,2055,rmse,3.71
70.0,4.0,2055,max,7.56
70.0,4.0,2055,min,0.09
70.0,4.0,2055,count,141.0
70.0,4.0,2055,std,1.76
70.0,4.25,1002,mean,3.32
70.0,4.25,1002,median,3.15
70.0,4.25,1002,rmse,3.73
70.0,4.25,1002,max,9.2
70.0,4.25,1002,min,0.34
70.0,4.25,1002,count,141.0
70.0,4.25,1002,std,1.7
70.0,4.25,104D,mean,3.36
70.0,4.25,104D,median,3.16
70.0,4.25,104D,rmse,3.76
70.0,4.25,104D,max,7.86
70.0,4.25,104D,min,0.32
70.0,4.25,104D,count,136.0
70.0,4.25,104D,std,1.68
70.0,4.25,10CE,mean,3.41
70.0,4.25,10CE,median,3.24
70.0,4.25,10CE,rmse,3.88
70.0,4.25,10CE,max,9.48
70.0,4.25,10CE,min,0.3
70.0,4.25,10CE,count,146.0
70.0,4.25,10CE,std,1.84
70.0,4.25,1210,mean,3.21
70.0,4.25,1210,median,3.02
70.0,4.25,1210,rmse,3.62
70.0,4.25,1210,max,8.17
70.0,4.25,1210,min,0.26
70.0,4.25,1210,count,143.0
70.0,4.25,1210,std,1.68
70.0,4.25,1211,mean,3.41
70.0,4.25,1211,median,3.1
70.0,4.25,1211,rmse,3.86
70.0,4.25,1211,max,9.63
70.0,4.25,1211,min,0.32
70.0,4.25,1211,count,136.0
70.0,4.25,1211,std,1.8
70.0,4.25,1212,mean,3.38
70.0,4.25,1212,median,3.1
70.0,4.25,1212,rmse,3.84
70.0,4.25,1212,max,8.78
70.0,4.25,1212,min,0.3
70.0,4.25,1212,count,141.0
70.0,4.25,1212,std,1.81
70.0,4.25,121D,mean,3.37
70.0,4.25,121D,median,3.08
70.0,4.25,121D,rmse,3.8
70.0,4.25,121D,max,8.17
70.0,4.25,121D,min,0.37
70.0,4.25,121D,count,147.0
70.0,4.25,121D,std,1.76
70.0,4.25,1F61,mean,3.3
70.0,4.25,1F61,median,3.06
70.0,4.25,1F61,rmse,3.75
70.0,4.25,1F61,max,9.67
70.0,4.25,1F61,min,0.31
70.0,4.25,1F61,count,144.0
70.0,4.25,1F61,std,1.8
70.0,4.25,2005,mean,3.47
70.0,4.25,2005,median,3.13
70.0,4.25,2005,rmse,3.93
70.0,4.25,2005,max,10.41
70.0,4.25,2005,min,0.09
70.0,4.25,2005,count,145.0
70.0,4.25,2005,std,1.84
70.0,4.25,2055,mean,3.21
70.0,4.25,2055,median,3.01
70.0,4.25,2055,rmse,3.66
70.0,4.25,2055,max,7.56
70.0,4.25,2055,min,0.09
70.0,4.25,2055,count,141.0
70.0,4.25,2055,std,1.77
70.0,4.5,1002,mean,3.35
70.0,4.5,1002,median,3.2
70.0,4.5,1002,rmse,3.72
70.0,4.5,1002,max,9.22
70.0,4.5,1002,min,0.34
70.0,4.5,1002,count,141.0
70.0,4.5,1002,std,1.61
70.0,4.5,104D,mean,3.35
70.0,4.5,104D,median,3.08
70.0,4.5,104D,rmse,3.75
70.0,4.5,104D,max,7.86
70.0,4.5,104D,min,0.34
70.0,4.5,104D,count,136.0
70.0,4.5,104D,std,1.68
70.0,4.5,10CE,mean,3.36
70.0,4.5,10CE,median,3.1
70.0,4.5,10CE,rmse,3.86
70.0,4.5,10CE,max,9.46
70.0,4.5,10CE,min,0.15
70.0,4.5,10CE,count,146.0
70.0,4.5,10CE,std,1.9
70.0,4.5,1210,mean,3.21
70.0,4.5,1210,median,3.09
70.0,4.5,1210,rmse,3.63
70.0,4.5,1210,max,8.27
70.0,4.5,1210,min,0.26
70.0,4.5,1210,count,143.0
70.0,4.5,1210,std,1.69
70.0,4.5,1211,mean,3.47
70.0,4.5,1211,median,3.32
70.0,4.5,1211,rmse,3.94
70.0,4.5,1211,max,10.1
70.0,4.5,1211,min,0.32
70.0,4.5,1211,count,136.0
70.0,4.5,1211,std,1.86
70.0,4.5,1212,mean,3.52
70.0,4.5,1212,median,3.33
70.0,4.5,1212,rmse,3.99
70.0,4.5,1212,max,9.49
70.0,4.5,1212,min,0.3
70.0,4.5,1212,count,141.0
70.0,4.5,1212,std,1.89
70.0,4.5,121D,mean,3.31
70.0,4.5,121D,median,3.02
70.0,4.5,121D,rmse,3.73
70.0,4.5,121D,max,10.22
70.0,4.5,121D,min,0.11
70.0,4.5,121D,count,147.0
70.0,4.5,121D,std,1.73
70.0,4.5,1F61,mean,3.3
70.0,4.5,1F61,median,3.05
70.0,4.5,1F61,rmse,3.74
70.0,4.5,1F61,max,8.14
70.0,4.5,1F61,min,0.31
70.0,4.5,1F61,count,144.0
70.0,4.5,1F61,std,1.77
70.0,4.5,2005,mean,3.42
70.0,4.5,2005,median,3.07
70.0,4.5,2005,rmse,3.82
70.0,4.5,2005,max,8.29
70.0,4.5,2005,min,0.09
70.0,4.5,2005,count,145.0
70.0,4.5,2005,std,1.69
70.0,4.5,2055,mean,3.26
70.0,4.5,2055,median,3.05
70.0,4.5,2055,rmse,3.68
70.0,4.5,2055,max,8.03
70.0,4.5,2055,min,0.09
70.0,4.5,2055,count,141.0
70.0,4.5,2055,std,1.71
70.0,4.75,1002,mean,3.38
70.0,4.75,1002,median,3.15
70.0,4.75,1002,rmse,3.74
70.0,4.75,1002,max,8.12
70.0,4.75,1002,min,0.34
70.0,4.75,1002,count,141.0
70.0,4.75,1002,std,1.61
70.0,4.75,104D,mean,3.31
70.0,4.75,104D,median,3.04
70.0,4.75,104D,rmse,3.74
70.0,4.75,104D,max,7.89
70.0,4.75,104D,min,0.24
70.0,4.75,104D,count,136.0
70.0,4.75,104D,std,1.74
70.0,4.75,10CE,mean,3.34
70.0,4.75,10CE,median,3.06
70.0,4.75,10CE,rmse,3.86
70.0,4.75,10CE,max,9.02
70.0,4.75,10CE,min,0.01
70.0,4.75,10CE,count,146.0
70.0,4.75,10CE,std,1.93
70.0,4.75,1210,mean,3.31
70.0,4.75,1210,median,3.13
70.0,4.75,1210,rmse,3.71
70.0,4.75,1210,max,8.5
70.0,4.75,1210,min,0.26
70.0,4.75,1210,count,143.0
70.0,4.75,1210,std,1.68
70.0,4.75,1211,mean,3.41
70.0,4.75,1211,median,3.16
70.0,4.75,1211,rmse,3.86
70.0,4.75,1211,max,10.13
70.0,4.75,1211,min,0.32
70.0,4.75,1211,count,136.0
70.0,4.75,1211,std,1.8
70.0,4.75,1212,mean,3.43
70.0,4.75,1212,median,3.17
70.0,4.75,1212,rmse,3.86
70.0,4.75,1212,max,9.47
70.0,4.75,1212,min,0.3
70.0,4.75,1212,count,141.0
70.0,4.75,1212,std,1.77
70.0,4.75,121D,mean,3.42
70.0,4.75,121D,median,3.1
70.0,4.75,121D,rmse,3.88
70.0,4.75,121D,max,10.16
70.0,4.75,121D,min,0.11
70.0,4.75,121D,count,147.0
70.0,4.75,121D,std,1.83
70.0,4.75,1F61,mean,3.39
70.0,4.75,1F61,median,3.16
70.0,4.75,1F61,rmse,3.82
70.0,4.75,1F61,max,9.85
70.0,4.75,1F61,min,0.26
70.0,4.75,1F61,count,144.0
70.0,4.75,1F61,std,1.77
70.0,4.75,2005,mean,3.44
70.0,4.75,2005,median,3.17
70.0,4.75,2005,rmse,3.85
70.0,4.75,2005,max,9.31
70.0,4.75,2005,min,0.09
70.0,4.75,2005,count,145.0
70.0,4.75,2005,std,1.74
70.0,4.75,2055,mean,3.31
70.0,4.75,2055,median,3.12
70.0,4.75,2055,rmse,3.74
70.0,4.75,2055,max,8.11
70.0,4.75,2055,min,0.05
70.0,4.75,2055,count,141.0
70.0,4.75,2055,std,1.74
70.0,5.0,1002,mean,3.3
70.0,5.0,1002,median,3.05
70.0,5.0,1002,rmse,3.72
70.0,5.0,1002,max,8.98
70.0,5.0,1002,min,0.49
70.0,5.0,1002,count,141.0
70.0,5.0,1002,std,1.71
70.0,5.0,104D,mean,3.24
70.0,5.0,104D,median,3.06
70.0,5.0,104D,rmse,3.61
70.0,5.0,104D,max,7.86
70.0,5.0,104D,min,0.34
70.0,5.0,104D,count,136.0
70.0,5.0,104D,std,1.59
70.0,5.0,10CE,mean,3.3
70.0,5.0,10CE,median,3.23
70.0,5.0,10CE,rmse,3.76
70.0,5.0,10CE,max,9.08
70.0,5.0,10CE,min,0.23
70.0,5.0,10CE,count,146.0
70.0,5.0,10CE,std,1.8
70.0,5.0,1210,mean,3.36
70.0,5.0,1210,median,3.15
70.0,5.0,1210,rmse,3.77
70.0,5.0,1210,max,7.61
70.0,5.0,1210,min,0.26
70.0,5.0,1210,count,143.0
70.0,5.0,1210,std,1.73
70.0,5.0,1211,mean,3.4
70.0,5.0,1211,median,3.26
70.0,5.0,1211,rmse,3.88
70.0,5.0,1211,max,10.33
70.0,5.0,1211,min,0.32
70.0,5.0,1211,count,136.0
70.0,5.0,1211,std,1.87
70.0,5.0,1212,mean,3.41
70.0,5.0,1212,median,3.36
70.0,5.0,1212,rmse,3.84
70.0,5.0,1212,max,9.56
70.0,5.0,1212,min,0.0
70.0,5.0,1212,count,141.0
70.0,5.0,1212,std,1.77
70.0,5.0,121D,mean,3.47
70.0,5.0,121D,median,3.12
70.0,5.0,121D,rmse,3.92
70.0,5.0,121D,max,10.41
70.0,5.0,121D,min,0.11
70.0,5.0,121D,count,147.0
70.0,5.0,121D,std,1.84
70.0,5.0,1F61,mean,3.32
70.0,5.0,1F61,median,3.06
70.0,5.0,1F61,rmse,3.79
70.0,5.0,1F61,max,10.09
70.0,5.0,1F61,min,0.06
70.0,5.0,1F61,count,144.0
70.0,5.0,1F61,std,1.83
70.0,5.0,2005,mean,3.43
70.0,5.0,2005,median,3.07
70.0,5.0,2005,rmse,3.84
70.0,5.0,2005,max,7.99
70.0,5.0,2005,min,0.0
70.0,5.0,2005,count,145.0
70.0,5.0,2005,std,1.73
70.0,5.0,2055,mean,3.27
70.0,5.0,2055,median,3.09
70.0,5.0,2055,rmse,3.7
70.0,5.0,2055,max,8.22
70.0,5.0,2055,min,0.09
70.0,5.0,2055,count,141.0
70.0,5.0,2055,std,1.73
70.0,5.25,1002,mean,3.25
70.0,5.25,1002,median,2.97
70.0,5.25,1002,rmse,3.68
70.0,5.25,1002,max,9.09
70.0,5.25,1002,min,0.32
70.0,5.25,1002,count,141.0
70.0,5.25,1002,std,1.72
70.0,5.25,104D,mean,3.32
70.0,5.25,104D,median,3.18
70.0,5.25,104D,rmse,3.71
70.0,5.25,104D,max,8.07
70.0,5.25,104D,min,0.24
70.0,5.25,104D,count,136.0
70.0,5.25,104D,std,1.65
70.0,5.25,10CE,mean,3.35
70.0,5.25,10CE,median,3.26
70.0,5.25,10CE,rmse,3.8
70.0,5.25,10CE,max,9.3
70.0,5.25,10CE,min,0.29
70.0,5.25,10CE,count,146.0
70.0,5.25,10CE,std,1.8
70.0,5.25,1210,mean,3.4
70.0,5.25,1210,median,3.17
70.0,5.25,1210,rmse,3.81
70.0,5.25,1210,max,8.04
70.0,5.25,1210,min,0.57
70.0,5.25,1210,count,143.0
70.0,5.25,1210,std,1.73
70.0,5.25,1211,mean,3.39
70.0,5.25,1211,median,3.22
70.0,5.25,1211,rmse,3.87
70.0,5.25,1211,max,10.4
70.0,5.25,1211,min,0.32
70.0,5.25,1211,count,136.0
70.0,5.25,1211,std,1.87
70.0,5.25,1212,mean,3.41
70.0,5.25,1212,median,3.29
70.0,5.25,1212,rmse,3.81
70.0,5.25,1212,max,8.83
70.0,5.25,1212,min,0.04
70.0,5.25,1212,count,141.0
70.0,5.25,1212,std,1.71
70.0,5.25,121D,mean,3.49
70.0,5.25,121D,median,3.19
70.0,5.25,121D,rmse,3.94
70.0,5.25,121D,max,10.46
70.0,5.25,121D,min,0.11
70.0,5.25,121D,count,147.0
70.0,5.25,121D,std,1.83
70.0,5.25,1F61,mean,3.31
70.0,5.25,1F61,median,3.06
70.0,5.25,1F61,rmse,3.74
70.0,5.25,1F61,max,9.61
70.0,5.25,1F61,min,0.31
70.0,5.25,1F61,count,144.0
70.0,5.25,1F61,std,1.73
70.0,5.25,2005,mean,3.43
70.0,5.25,2005,median,3.12
70.0,5.25,2005,rmse,3.85
70.0,5.25,2005,max,9.85
70.0,5.25,2005,min,0.09
70.0,5.25,2005,count,145.0
70.0,5.25,2005,std,1.76
70.0,5.25,2055,mean,3.19
70.0,5.25,2055,median,2.9
70.0,5.25,2055,rmse,3.58
70.0,5.25,2055,max,7.92
70.0,5.25,2055,min,0.29
70.0,5.25,2055,count,141.0
70.0,5.25,2055,std,1.63
70.0,5.5,1002,mean,3.36
70.0,5.5,1002,median,3.09
70.0,5.5,1002,rmse,3.8
70.0,5.5,1002,max,9.18
70.0,5.5,1002,min,0.14
70.0,5.5,1002,count,141.0
70.0,5.5,1002,std,1.78
70.0,5.5,104D,mean,3.26
70.0,5.5,104D,median,3.08
70.0,5.5,104D,rmse,3.64
70.0,5.5,104D,max,8.16
70.0,5.5,104D,min,0.21
70.0,5.5,104D,count,136.0
70.0,5.5,104D,std,1.62
70.0,5.5,10CE,mean,3.21
70.0,5.5,10CE,median,3.18
70.0,5.5,10CE,rmse,3.69
70.0,5.5,10CE,max,10.16
70.0,5.5,10CE,min,0.3
70.0,5.5,10CE,count,146.0
70.0,5.5,10CE,std,1.82
70.0,5.5,1210,mean,3.29
70.0,5.5,1210,median,3.07
70.0,5.5,1210,rmse,3.7
70.0,5.5,1210,max,8.11
70.0,5.5,1210,min,0.26
70.0,5.5,1210,count,143.0
70.0,5.5,1210,std,1.69
70.0,5.5,1211,mean,3.45
70.0,5.5,1211,median,3.31
70.0,5.5,1211,rmse,3.93
70.0,5.5,1211,max,8.23
70.0,5.5,1211,min,0.32
70.0,5.5,1211,count,136.0
70.0,5.5,1211,std,1.89
70.0,5.5,1212,mean,3.51
70.0,5.5,1212,median,3.41
70.0,5.5,1212,rmse,3.91
70.0,5.5,1212,max,8.99
70.0,5.5,1212,min,0.04
70.0,5.5,1212,count,141.0
70.0,5.5,1212,std,1.72
70.0,5.5,121D,mean,3.45
70.0,5.5,121D,median,3.16
70.0,5.5,121D,rmse,3.9
70.0,5.5,121D,max,12.44
70.0,5.5,121D,min,0.11
70.0,5.5,121D,count,147.0
70.0,5.5,121D,std,1.82
70.0,5.5,1F61,mean,3.25
70.0,5.5,1F61,median,3.06
70.0,5.5,1F61,rmse,3.64
70.0,5.5,1F61,max,8.09
70.0,5.5,1F61,min,0.31
70.0,5.5,1F61,count,144.0
70.0,5.5,1F61,std,1.64
70.0,5.5,2005,mean,3.3
70.0,5.5,2005,median,3.07
70.0,5.5,2005,rmse,3.71
70.0,5.5,2005,max,9.51
70.0,5.5,2005,min,0.09
70.0,5.5,2005,count,145.0
70.0,5.5,2005,std,1.69
70.0,5.5,2055,mean,3.23
70.0,5.5,2055,median,2.85
70.0,5.5,2055,rmse,3.68
70.0,5.5,2055,max,9.52
70.0,5.5,2055,min,0.37
70.0,5.5,2055,count,141.0
70.0,5.5,2055,std,1.77
70.0,5.75,1002,mean,3.35
70.0,5.75,1002,median,3.14
70.0,5.75,1002,rmse,3.8
70.0,5.75,1002,max,8.12
70.0,5.75,1002,min,0.0
70.0,5.75,1002,count,141.0
70.0,5.75,1002,std,1.79
70.0,5.75,104D,mean,3.32
70.0,5.75,104D,median,3.08
70.0,5.75,104D,rmse,3.75
70.0,5.75,104D,max,7.87
70.0,5.75,104D,min,0.11
70.0,5.75,104D,count,136.0
70.0,5.75,104D,std,1.74
70.0,5.75,10CE,mean,3.27
70.0,5.75,10CE,median,3.26
70.0,5.75,10CE,rmse,3.76
70.0,5.75,10CE,max,9.71
70.0,5.75,10CE,min,0.04
70.0,5.75,10CE,count,146.0
70.0,5.75,10CE,std,1.84
70.0,5.75,1210,mean,3.3
70.0,5.75,1210,median,3.18
70.0,5.75,1210,rmse,3.69
70.0,5.75,1210,max,8.11
70.0,5.75,1210,min,0.47
70.0,5.75,1210,count,143.0
70.0,5.75,1210,std,1.64
70.0,5.75,1211,mean,3.46
70.0,5.75,1211,median,3.38
70.0,5.75,1211,rmse,3.91
70.0,5.75,1211,max,9.54
70.0,5.75,1211,min,0.2
70.0,5.75,1211,count,136.0
70.0,5.75,1211,std,1.83
70.0,5.75,1212,mean,3.52
70.0,5.75,1212,median,3.1
70.0,5.75,1212,rmse,4.03
70.0,5.75,1212,max,11.22
70.0,5.75,1212,min,0.04
70.0,5.75,1212,count,141.0
70.0,5.75,1212,std,1.96
70.0,5.75,121D,mean,3.4
70.0,5.75,121D,median,3.24
70.0,5.75,121D,rmse,3.82
70.0,5.75,121D,max,11.52
70.0,5.75,121D,min,0.16
70.0,5.75,121D,count,147.0
70.0,5.75,121D,std,1.74
70.0,5.75,1F61,mean,3.34
70.0,5.75,1F61,median,3.2
70.0,5.75,1F61,rmse,3.75
70.0,5.75,1F61,max,9.41
70.0,5.75,1F61,min,0.31
70.0,5.75,1F61,count,144.0
70.0,5.75,1F61,std,1.71
70.0,5.75,2005,mean,3.33
70.0,5.75,2005,median,3.02
70.0,5.75,2005,rmse,3.75
70.0,5.75,2005,max,9.53
70.0,5.75,2005,min,0.09
70.0,5.75,2005,count,145.0
70.0,5.75,2005,std,1.73
70.0,5.75,2055,mean,3.29
70.0,5.75,2055,median,2.97
70.0,5.75,2055,rmse,3.78
70.0,5.75,2055,max,8.99
70.0,5.75,2055,min,0.29
70.0,5.75,2055,count,141.0
70.0,5.75,2055,std,1.86
70.0,6.0,1002,mean,3.31
70.0,6.0,1002,median,3.23
70.0,6.0,1002,rmse,3.78
70.0,6.0,1002,max,9.56
70.0,6.0,1002,min,0.11
70.0,6.0,1002,count,141.0
70.0,6.0,1002,std,1.83
70.0,6.0,104D,mean,3.35
70.0,6.0,104D,median,3.16
70.0,6.0,104D,rmse,3.78
70.0,6.0,104D,max,7.87
70.0,6.0,104D,min,0.11
70.0,6.0,104D,count,136.0
70.0,6.0,104D,std,1.74
70.0,6.0,10CE,mean,3.22
70.0,6.0,10CE,median,3.1
70.0,6.0,10CE,rmse,3.69
70.0,6.0,10CE,max,9.62
70.0,6.0,10CE,min,0.3
70.0,6.0,10CE,count,146.0
70.0,6.0,10CE,std,1.8
70.0,6.0,1210,mean,3.32
70.0,6.0,1210,median,3.15
70.0,6.0,1210,rmse,3.72
70.0,6.0,1210,max,8.03
70.0,6.0,1210,min,0.6
70.0,6.0,1210,count,143.0
70.0,6.0,1210,std,1.68
70.0,6.0,1211,mean,3.45
70.0,6.0,1211,median,3.32
70.0,6.0,1211,rmse,3.89
70.0,6.0,1211,max,9.48
70.0,6.0,1211,min,0.32
70.0,6.0,1211,count,136.0
70.0,6.0,1211,std,1.79
70.0,6.0,1212,mean,3.68
70.0,6.0,1212,median,3.24
70.0,6.0,1212,rmse,4.26
70.0,6.0,1212,max,14.55
70.0,6.0,1212,min,0.47
70.0,6.0,1212,count,141.0
70.0,6.0,1212,std,2.15
70.0,6.0,121D,mean,3.38
70.0,6.0,121D,median,3.25
70.0,6.0,121D,rmse,3.8
70.0,6.0,121D,max,10.97
70.0,6.0,121D,min,0.16
70.0,6.0,121D,count,147.0
70.0,6.0,121D,std,1.73
70.0,6.0,1F61,mean,3.34
70.0,6.0,1F61,median,3.22
70.0,6.0,1F61,rmse,3.76
70.0,6.0,1F61,max,9.26
70.0,6.0,1F61,min,0.31
70.0,6.0,1F61,count,144.0
70.0,6.0,1F61,std,1.74
70.0,6.0,2005,mean,3.43
70.0,6.0,2005,median,3.07
70.0,6.0,2005,rmse,3.91
70.0,6.0,2005,max,9.56
70.0,6.0,2005,min,0.08
70.0,6.0,2005,count,145.0
70.0,6.0,2005,std,1.86
