rho_0,alpha,cv_pw_distance
65.0,2.0,42.193810108800875
65.0,1.0,42.19385966286971
65.0,1.5,42.19611223421501
65.0,6.0,43.265445826058574
67.5,3.25,29.971664048806833
67.5,3.0,30.80662758250561
67.5,3.5,30.86730097893237
67.5,3.75,32.96808606526934
67.5,2.75,33.750434980975676
67.5,4.0,36.17056699220097
67.5,4.25,37.6866247722025
67.5,2.5,37.90316090162179
67.5,4.5,40.12408877214432
67.5,5.0,41.26036767860232
67.5,4.75,41.35661676658842
67.5,2.25,41.35695029229785
67.5,1.25,42.192520785979134
67.5,1.75,42.19372104673038
67.5,1.0,42.19385966286971
67.5,2.0,42.193998104102285
67.5,1.5,42.19611223421501
67.5,5.25,42.404454792337035
67.5,5.5,42.703354157731916
67.5,5.75,42.89849232203633
67.5,6.0,46.348068880179014
70.0,3.0,29.971118791409072
70.0,2.75,30.973798934022412
70.0,3.25,31.001350178842163
70.0,3.5,33.434143988989554
70.0,2.5,34.40593141285306
70.0,3.75,36.20455875378599
70.0,4.0,38.83823615031889
70.0,2.25,38.921142277590434
70.0,4.25,40.74453661986212
70.0,5.0,41.384227748168506
70.0,4.5,41.79795545483051
70.0,2.0,41.938768992823256
70.0,4.75,42.16138933943806
70.0,1.25,42.192520785979134
70.0,1.75,42.19372104673039
70.0,1.0,42.19385966286971
70.0,1.5,42.196112234215
70.0,5.25,43.74236574171304
70.0,6.0,45.183669640470164
70.0,5.5,45.18971309406735
70.0,5.75,46.137494669098814
72.5,2.75,29.97047790766275
72.5,3.0,31.168643310843418
72.5,2.5,31.193032241569576
72.5,3.25,34.020042207709935
72.5,2.25,35.21200397983861
72.5,3.5,36.44588566476896
72.5,2.0,40.02657627020894
72.5,3.75,40.20893340635132
72.5,4.5,40.318748317591776
72.5,4.0,40.89892735095795
72.5,4.25,41.72209375793941
72.5,1.75,42.184835747868746
72.5,1.25,42.192520785979134
72.5,1.0,42.19385966286971
72.5,1.5,42.196112234215
72.5,4.75,43.705243469076414
72.5,5.0,44.50416087321578
72.5,5.5,45.17581144502481
72.5,6.0,46.0511031740586
72.5,5.75,46.11192540340213
72.5,5.25,46.24555505413739
75.0,2.5,29.972178242341386
75.0,2.75,31.382876967022188
75.0,2.25,31.482164509368683
75.0,3.0,34.77007470517491
75.0,2.0,36.209492197950546
75.0,3.25,37.26259994155215
75.0,5.75,38.42902425068013
75.0,3.5,40.02317962596318
75.0,1.75,41.1147302487832
75.0,3.75,41.79912974416568
75.0,4.0,41.84375054548402
75.0,1.25,42.192520785979134
75.0,1.0,42.19385966286971
75.0,1.5,42.196112234215
75.0,4.25,42.73663705704034
75.0,4.5,43.5697111023583
75.0,5.0,45.17876172726729
75.0,4.75,45.504813815194986
75.0,5.5,46.16487088648984
75.0,5.25,46.75899515942916
75.0,6.0,
77.5,2.25,29.973063155686617
77.5,2.5,31.663564471053824
77.5,2.0,31.876467812306757
77.5,2.75,35.764773456150024
77.5,1.75,37.43594954023172
77.5,3.0,38.83585923216562
77.5,3.75,41.38284601898322
77.5,3.25,41.42317397005539
77.5,1.5,41.94090359948105
77.5,3.5,41.94344971113221
77.5,1.25,42.192520785979134
77.5,1.0,42.19385966286971
77.5,4.0,42.98624281813016
77.5,5.0,43.873984142540465
77.5,4.75,44.43716570162018
77.5,4.5,45.17659740029161
77.5,4.25,45.992900816784285
77.5,5.25,
77.5,5.5,
77.5,5.75,
77.5,6.0,
80.0,2.0,29.971106113935985
80.0,2.25,32.04819268887499
80.0,1.75,32.43863257848689
80.0,2.5,36.208931265583516
80.0,1.5,38.92165495907919
80.0,2.75,39.86210546024335
80.0,4.5,40.12462362241174
80.0,3.25,41.55766062845615
80.0,3.0,41.79612142343155
80.0,1.25,42.193121924651805
80.0,1.0,42.19385966286971
80.0,3.5,43.751310932583905
80.0,4.25,44.34534176099197
80.0,4.0,45.17672807114992
80.0,3.75,46.21809628569558
80.0,4.75,
80.0,5.0,
80.0,5.25,
80.0,5.5,
80.0,5.75,
80.0,6.0,
