WAP96,WAP100,WAP101,WAP102,WAP104,WAP105,WAP106,WAP107,WAP108,WAP112,WAP114,WAP115,WAP116,WAP117,WAP118,LABEL,X,Y,DEVICE
-90,100,100,-95,100,100,100,100,100,100,100,-88,100,100,-86,1671,7.5,10.2,1002
-85,100,100,100,100,-95,100,100,100,100,100,-87,100,100,-89,1671,7.5,10.2,1002
-81,100,100,-95,100,100,100,100,100,100,100,-87,100,100,-93,1671,7.5,10.2,1002
-87,100,100,100,100,100,100,100,100,100,100,-97,100,100,-88,1671,7.5,10.2,1002
-85,100,100,100,100,100,100,100,100,100,100,-89,100,100,-87,1671,7.5,10.2,1002
-81,100,100,-94,100,100,100,-96,100,100,100,-87,100,100,-83,1671,7.5,10.2,1002
-87,100,100,-93,100,100,100,100,100,100,100,-89,100,100,100,1671,7.5,10.2,10CE
-89,100,100,100,100,100,100,100,100,100,100,-90,100,100,-87,1671,7.5,10.2,10CE
-90,100,100,-94,100,100,100,100,100,100,100,-86,100,100,-87,1671,7.5,10.2,10CE
-87,100,100,-90,100,100,100,100,100,100,100,-82,100,100,-86,1671,7.5,10.2,10CE
-86,100,100,-93,100,100,100,100,100,100,100,-87,100,100,-93,1671,7.5,10.2,10CE
-91,100,100,-94,100,-97,100,100,100,100,100,-83,100,100,-92,1671,7.5,10.2,10CE
-89,100,100,-86,100,-97,100,100,100,100,100,-94,100,100,-89,1671,7.5,10.2,10CE
-89,100,100,-90,100,-96,100,100,100,100,100,-88,100,100,-90,1671,7.5,10.2,10CE
-82,100,100,100,100,100,100,100,100,100,100,-89,100,100,-85,1671,7.5,10.2,10CE
-85,100,100,-94,100,100,100,100,100,100,100,-85,100,100,-88,1671,7.5,10.2,1210
-91,100,100,-88,100,-94,100,-97,100,100,100,-88,100,100,-85,1671,7.5,10.2,1210
-85,100,100,100,100,100,100,-95,100,100,100,-81,100,100,-92,1671,7.5,10.2,1210
-86,100,100,-90,100,100,100,100,100,100,100,-86,100,100,-87,1671,7.5,10.2,1210
-83,100,100,-87,100,100,100,100,100,100,100,-83,100,100,-83,1671,7.5,10.2,1210
-80,100,100,-93,100,100,100,100,100,100,100,-82,100,100,-87,1671,7.5,10.2,1210
-80,100,100,-92,100,100,100,100,100,100,100,-79,100,100,-85,1671,7.5,10.2,1210
-85,100,100,-87,100,100,100,100,100,100,100,-84,100,100,-87,1671,7.5,10.2,1210
-89,100,100,100,100,100,100,100,100,100,100,-88,100,100,-91,1671,7.5,10.2,1210
-88,100,100,-95,100,100,100,100,100,100,100,-90,100,100,-87,1671,7.5,10.2,1211
-91,100,100,100,100,100,100,100,100,100,100,-92,100,100,-87,1671,7.5,10.2,1211
-89,100,100,-86,100,100,100,100,100,100,100,-87,100,100,-89,1671,7.5,10.2,1211
-85,100,100,-95,100,100,100,100,100,100,100,-86,100,100,-92,1671,7.5,10.2,1211
-85,100,100,-91,100,100,100,100,100,100,100,-80,100,100,-87,1671,7.5,10.2,1211
-87,100,100,-94,100,100,100,100,100,100,100,-90,100,100,-83,1671,7.5,10.2,1211
-89,100,100,-85,100,100,100,-99,100,100,100,-82,100,100,-84,1671,7.5,10.2,1211
-88,100,100,-86,100,100,100,100,100,100,100,-82,100,100,-87,1671,7.5,10.2,1211
100,100,100,-93,100,100,100,100,100,100,100,-79,100,100,-87,1671,7.5,10.2,1211
-89,100,100,100,100,100,100,100,100,100,100,-91,100,100,-91,1671,7.5,10.2,1212
-95,100,100,100,100,100,100,100,100,100,100,-86,100,100,-90,1671,7.5,10.2,1212
-93,100,100,100,100,100,100,100,100,100,100,-88,100,100,-92,1671,7.5,10.2,1212
-91,100,100,100,100,100,100,100,100,100,100,-90,100,100,-91,1671,7.5,10.2,1212
-87,100,100,-87,100,100,100,100,100,100,100,-90,100,100,-90,1671,7.5,10.2,1212
-85,100,100,-87,100,100,100,100,100,100,100,-82,100,100,-88,1671,7.5,10.2,1212
-89,100,100,100,100,100,100,-97,100,100,100,-80,100,100,-85,1671,7.5,10.2,1212
-85,100,100,100,100,100,100,100,100,100,100,-79,100,100,-92,1671,7.5,10.2,1212
-81,100,100,-91,100,100,100,100,100,100,100,-86,-96,100,-86,1671,7.5,10.2,1212
-82,100,100,-91,100,100,100,100,100,100,100,-82,100,100,-86,1671,7.5,10.2,1212
-86,100,100,-94,100,100,100,-93,100,100,100,-81,100,100,-82,1671,7.5,10.2,1210
-85,100,100,-92,100,100,100,100,100,100,100,-84,-93,100,-82,1671,7.5,10.2,1210
-91,100,100,-93,100,100,100,100,100,100,100,-80,100,100,-89,1671,7.5,10.2,1210
-85,100,100,-93,100,100,100,100,100,100,100,-82,100,100,-94,1671,7.5,10.2,1210
-89,100,100,-95,100,100,100,100,100,100,100,-82,-97,100,-91,1671,7.5,10.2,1210
-85,100,100,-87,100,100,100,100,100,100,100,-93,100,100,-88,1671,7.5,10.2,1210
-88,100,100,-86,100,-95,100,100,100,100,100,-84,100,100,-85,1671,7.5,10.2,1210
-87,100,100,-87,100,100,100,100,100,100,100,-77,-94,100,-81,1671,7.5,10.2,1210
-81,100,100,-93,100,100,100,-95,100,100,100,-82,100,100,-81,1671,7.5,10.2,1210
-87,100,100,-88,100,100,100,100,100,100,100,-79,100,100,-84,1671,7.5,10.2,1210
-88,100,100,-93,100,100,100,100,100,100,100,-80,100,100,100,1671,7.5,10.2,121D
-89,100,100,100,100,100,100,100,100,100,100,-86,100,100,-89,1671,7.5,10.2,121D
-97,100,100,100,100,100,100,-95,100,100,100,-81,100,100,-87,1671,7.5,10.2,121D
-92,100,100,100,100,100,100,100,100,100,100,-86,100,100,-87,1671,7.5,10.2,121D
-86,100,100,-91,100,100,100,100,100,100,100,-88,100,100,-89,1671,7.5,10.2,121D
-84,100,100,-87,100,100,100,100,100,100,100,-90,100,100,-86,1671,7.5,10.2,121D
-94,100,100,100,100,100,100,100,100,100,100,-82,100,100,-87,1671,7.5,10.2,121D
-91,100,100,-92,100,100,100,100,100,100,100,-80,100,100,-87,1671,7.5,10.2,121D
-87,100,100,-91,100,100,100,-96,100,100,100,-92,100,100,-81,1671,7.5,10.2,121D
-88,100,100,-91,100,100,100,100,100,100,100,-88,100,100,-89,1671,7.5,10.2,121D
-93,100,100,100,100,100,100,100,100,100,100,-92,100,100,-93,1671,7.5,10.2,1F61
-89,100,100,100,100,100,100,-95,100,100,100,-90,100,100,-93,1671,7.5,10.2,1F61
-91,100,100,-93,100,100,100,100,100,100,100,-94,100,100,-88,1671,7.5,10.2,1F61
-93,100,100,100,100,100,100,100,100,100,100,-92,100,100,-91,1671,7.5,10.2,1F61
-88,100,100,100,100,100,100,100,100,100,100,-89,100,100,-85,1671,7.5,10.2,1F61
-83,100,100,100,100,100,100,100,100,100,100,-87,100,100,-85,1671,7.5,10.2,1F61
-87,100,100,-93,100,100,100,-95,100,100,100,-89,100,100,-84,1671,7.5,10.2,1F61
-87,100,100,-92,100,100,100,100,100,100,100,-93,100,100,-88,1671,7.5,10.2,1F61
-89,100,100,100,100,100,100,100,100,100,100,-94,100,100,-89,1671,7.5,10.2,1F61
-83,100,100,-89,100,100,100,-96,100,100,100,-79,100,100,-89,1671,7.5,10.2,2055
-88,100,100,-93,100,-92,100,-95,100,100,100,-87,100,100,-87,1671,7.5,10.2,2055
-90,100,100,-93,100,100,100,100,100,100,100,-89,-95,100,-88,1671,7.5,10.2,2055
-93,100,100,-92,100,100,100,100,100,100,100,-80,100,100,-89,1671,7.5,10.2,2055
-87,100,100,-87,100,-99,100,100,100,100,100,-79,100,100,-88,1671,7.5,10.2,2055
-83,100,100,-93,100,100,100,100,100,100,100,-81,100,100,-87,1671,7.5,10.2,2055
-82,100,100,-91,100,100,100,-93,100,100,100,-82,-97,100,-84,1671,7.5,10.2,2055
-80,100,100,-87,-96,-96,100,100,100,100,100,-79,100,100,-81,1671,7.5,10.2,2055
-85,100,100,-86,100,-95,100,100,100,100,100,-84,100,100,-85,1671,7.5,10.2,2055
-87,100,100,-90,100,100,100,100,100,100,100,-81,100,100,-89,1671,7.5,10.2,2055
-85,100,100,-91,100,-94,100,100,100,100,100,-92,100,100,-89,1671,7.5,10.2,2005
-93,100,100,100,100,100,100,100,100,100,100,-87,100,100,-87,1671,7.5,10.2,2005
-88,100,100,-87,100,100,100,100,100,100,100,-93,100,100,-93,1671,7.5,10.2,2005
-78,100,100,-90,100,-94,100,100,100,100,100,-88,-96,100,-82,1671,7.5,10.2,2005
-91,100,100,-91,100,100,100,100,100,100,100,-83,-97,100,-87,1671,7.5,10.2,2005
-93,100,100,-92,100,100,100,100,100,100,100,-86,100,100,100,1671,7.5,10.2,2005
-83,100,100,-93,100,100,100,100,100,100,100,-83,100,100,-87,1671,7.5,10.2,2005
-83,100,100,100,100,100,100,100,100,100,100,-86,100,100,-90,1671,7.5,10.2,2005
-93,100,100,100,100,100,100,-95,100,100,100,-88,-97,100,-76,1695,9.5,14.8,104D
-87,100,100,100,100,100,100,100,100,100,100,-88,100,100,-82,1695,9.5,14.8,104D
-81,100,100,100,100,100,100,-98,100,100,100,100,-97,100,-78,1695,9.5,14.8,104D
100,100,100,100,100,100,100,-95,100,100,100,-90,100,100,-85,1695,9.5,14.8,104D
-87,100,100,100,100,100,100,-93,100,100,100,-93,100,100,-79,1695,9.5,14.8,104D
-90,100,100,100,100,-93,100,100,100,100,100,-83,100,100,-78,1695,9.5,14.8,104D
-93,100,100,100,100,100,100,100,100,100,100,-84,100,100,-81,1695,9.5,14.8,104D
-86,100,100,100,100,100,100,-97,100,100,100,100,100,100,-78,1695,9.5,14.8,104D
-84,100,100,100,100,100,100,100,100,100,100,-95,100,100,-83,1695,9.5,14.8,104D
-87,100,100,-94,100,100,100,-93,100,100,100,-89,-95,100,-77,1695,9.5,14.8,104D
-88,100,100,100,100,100,100,100,100,100,100,-96,100,100,-86,1695,9.5,14.8,1002
-83,100,100,100,100,100,100,-96,100,100,100,-94,100,100,-91,1695,9.5,14.8,1002
-82,100,100,100,100,100,100,-96,100,100,100,100,100,100,-87,1695,9.5,14.8,1002
-83,100,100,100,100,100,100,100,100,100,100,-94,100,100,-87,1695,9.5,14.8,1002
-85,100,100,100,100,100,100,100,100,100,100,-90,100,100,-91,1695,9.5,14.8,1002
-83,100,100,100,100,100,100,-94,100,100,100,-94,100,100,-87,1695,9.5,14.8,1002
-87,100,100,100,100,100,100,100,100,100,100,-98,100,100,-89,1695,9.5,14.8,1002
-85,100,100,-95,100,100,100,-96,100,100,100,-95,100,100,-97,1695,9.5,14.8,1002
-85,100,100,-93,100,100,100,100,100,100,100,-88,100,100,-85,1695,9.5,14.8,10CE
-81,100,100,100,100,100,100,100,100,100,100,-95,100,100,-81,1695,9.5,14.8,10CE
-89,100,100,100,100,100,100,100,100,100,100,-91,100,100,-82,1695,9.5,14.8,10CE
-80,100,100,-95,100,100,100,100,100,100,100,100,100,100,-84,1695,9.5,14.8,10CE
-82,100,100,100,100,100,100,-94,100,100,100,-86,100,100,-92,1695,9.5,14.8,10CE
-82,100,100,100,100,100,100,100,100,100,100,-86,100,100,-87,1695,9.5,14.8,10CE
-81,100,100,-95,100,100,100,100,100,100,100,100,100,100,-82,1695,9.5,14.8,10CE
-81,100,100,-97,100,100,100,100,100,100,100,100,100,100,-85,1695,9.5,14.8,10CE
-88,100,100,-94,100,100,100,100,100,100,100,-89,100,100,-78,1695,9.5,14.8,10CE
-89,100,100,-97,100,100,100,100,100,100,100,-91,100,100,-83,1695,9.5,14.8,10CE
-97,100,100,100,100,100,100,-97,100,100,100,100,100,100,-82,1695,9.5,14.8,1210
-91,100,100,100,100,100,100,100,100,100,100,-89,100,100,-79,1695,9.5,14.8,1210
-85,100,100,-97,100,100,100,-94,100,100,100,-94,100,100,-87,1695,9.5,14.8,1210
-82,100,100,100,100,100,100,-94,100,100,100,100,100,100,-82,1695,9.5,14.8,1210
-82,100,100,100,100,100,100,-97,100,100,100,-88,100,100,-81,1695,9.5,14.8,1210
-89,100,100,100,100,100,100,-95,100,100,100,-94,-98,100,-82,1695,9.5,14.8,1210
-84,100,100,100,100,100,100,100,100,100,100,-94,100,100,-85,1695,9.5,14.8,1210
-87,100,100,100,100,100,100,-97,100,100,100,-93,100,100,-87,1695,9.5,14.8,1210
-84,100,100,100,100,100,100,100,100,100,100,-96,100,100,-86,1695,9.5,14.8,1210
-89,100,100,100,100,100,100,100,100,100,100,-96,100,100,-82,1695,9.5,14.8,1211
-87,100,100,-93,100,100,100,100,100,100,100,-92,100,100,-82,1695,9.5,14.8,1211
-89,100,100,100,100,100,100,100,100,100,100,-89,100,100,-83,1695,9.5,14.8,1211
-88,100,100,-95,100,100,100,-97,100,100,100,-83,100,100,-83,1695,9.5,14.8,1211
-91,100,100,100,100,100,100,100,100,100,100,-89,100,100,-82,1695,9.5,14.8,1211
-91,100,100,100,100,100,100,100,100,100,100,-90,100,100,-79,1695,9.5,14.8,1211
-94,100,100,-94,100,100,100,-97,100,100,100,-89,100,100,-80,1695,9.5,14.8,1211
-92,100,100,100,100,100,100,-97,100,100,100,-92,100,100,-79,1695,9.5,14.8,1211
-85,100,100,-94,100,-95,100,100,100,100,100,-92,100,100,-81,1695,9.5,14.8,1211
-84,100,100,100,100,100,100,100,100,100,100,-93,100,100,-82,1695,9.5,14.8,1211
-82,100,100,100,100,100,100,-96,100,100,100,100,100,100,-85,1695,9.5,14.8,1212
-81,100,100,100,100,-99,100,-95,100,100,100,-94,100,100,-83,1695,9.5,14.8,1212
-89,100,100,100,100,100,100,-95,100,100,100,-95,100,100,-85,1695,9.5,14.8,1212
-81,100,100,100,100,100,100,-96,100,100,100,100,100,100,-85,1695,9.5,14.8,1212
-90,100,100,100,100,100,100,-95,100,100,100,-95,100,100,-86,1695,9.5,14.8,1212
-81,100,100,100,100,100,100,-94,100,100,100,100,100,100,-87,1695,9.5,14.8,1212
-85,100,100,100,100,100,100,-93,100,100,100,100,100,100,-80,1695,9.5,14.8,1212
-93,100,100,100,100,100,100,-93,100,100,100,-98,100,100,-82,1695,9.5,14.8,1212
-86,100,100,100,100,100,100,-93,100,100,100,100,100,100,-81,1695,9.5,14.8,1212
-87,100,100,100,100,100,100,100,100,100,100,-98,100,100,-80,1695,9.5,14.8,1210
-92,100,100,100,100,100,100,100,100,100,100,-87,100,100,-81,1695,9.5,14.8,1210
-88,100,100,-97,100,100,100,-91,100,100,100,-94,-93,100,-78,1695,9.5,14.8,1210
-91,100,100,100,100,100,100,-94,100,100,100,-89,-94,100,-79,1695,9.5,14.8,1210
-87,100,100,-95,100,100,100,-96,100,100,100,-89,100,100,-82,1695,9.5,14.8,1210
-90,100,100,100,100,100,100,-96,100,100,100,-87,100,100,-80,1695,9.5,14.8,1210
-91,100,100,100,100,100,100,100,100,100,100,-87,100,100,-79,1695,9.5,14.8,1210
-88,100,100,-93,100,100,100,100,100,100,100,-92,100,100,-78,1695,9.5,14.8,1210
-95,100,100,100,100,100,100,100,100,100,100,-86,100,100,-81,1695,9.5,14.8,1210
-87,100,100,-92,100,100,100,100,100,100,100,-96,100,100,-80,1695,9.5,14.8,1210
-84,100,100,100,100,100,100,100,100,100,100,-88,100,100,-85,1695,9.5,14.8,121D
-82,100,100,100,100,100,100,100,100,100,100,-94,100,100,-93,1695,9.5,14.8,121D
-87,100,100,100,100,100,100,100,100,100,100,-90,100,100,-81,1695,9.5,14.8,121D
-82,100,100,100,100,100,100,100,100,100,100,-92,100,100,-82,1695,9.5,14.8,121D
-87,100,100,100,100,100,100,-97,100,100,100,-94,100,100,-81,1695,9.5,14.8,121D
-94,100,100,100,100,100,100,100,100,100,100,-94,100,100,-87,1695,9.5,14.8,1F61
-90,100,100,100,100,100,100,100,100,100,100,-92,100,100,-91,1695,9.5,14.8,1F61
-91,100,100,100,100,100,100,100,100,100,100,-90,100,100,-86,1695,9.5,14.8,1F61
-88,100,100,100,100,100,100,-97,100,100,100,-93,100,100,-84,1695,9.5,14.8,1F61
-91,100,100,100,100,100,100,100,100,100,100,-98,100,100,-91,1695,9.5,14.8,1F61
-87,100,100,100,100,100,100,-96,100,100,100,-96,100,100,-80,1695,9.5,14.8,1F61
-87,100,100,100,100,100,100,-93,100,100,100,-92,-96,100,-81,1695,9.5,14.8,2055
-91,100,100,100,100,100,100,-94,100,100,100,100,100,100,-86,1695,9.5,14.8,2055
-85,100,100,100,100,100,100,-93,100,100,100,-94,100,100,-80,1695,9.5,14.8,2055
-84,100,100,-94,100,100,100,100,100,100,100,-88,100,100,-79,1695,9.5,14.8,2055
-86,100,100,100,100,100,100,100,100,100,100,-82,100,100,-76,1695,9.5,14.8,2055
-85,100,100,100,100,100,100,-97,100,100,100,-85,-97,100,-80,1695,9.5,14.8,2055
-88,100,100,-94,100,100,100,100,100,100,100,-88,-93,100,-83,1695,9.5,14.8,2055
-89,100,100,100,100,100,100,100,100,100,100,-92,-94,100,-75,1695,9.5,14.8,2055
-88,100,100,100,100,100,100,100,100,100,100,-82,100,100,-75,1695,9.5,14.8,2055
-91,100,100,100,100,100,100,100,100,100,100,-88,100,100,-81,1695,9.5,14.8,2055
-91,100,100,100,100,100,100,100,100,100,100,-92,-95,100,-81,1695,9.5,14.8,2055
-96,100,100,-93,100,100,100,-93,100,100,100,-86,100,100,-78,1695,9.5,14.8,2005
-77,100,100,-92,100,100,100,100,100,100,100,-94,100,100,-79,1695,9.5,14.8,2005
-85,100,100,100,100,100,100,100,100,100,100,-92,100,100,-76,1695,9.5,14.8,2005
-81,100,100,100,100,100,100,100,100,100,100,-83,100,100,-78,1695,9.5,14.8,2005
-82,100,100,100,100,100,100,-94,100,100,100,-83,100,100,-77,1695,9.5,14.8,2005
-82,100,100,-91,100,100,100,100,100,100,100,-88,100,100,-75,1695,9.5,14.8,2005
-77,100,100,-93,100,100,100,100,100,100,100,-84,100,100,-81,1695,9.5,14.8,2005
-81,100,100,100,100,100,100,-95,100,100,100,-89,100,100,-81,1695,9.5,14.8,2005
-80,100,100,100,100,100,100,100,100,100,100,-94,100,100,-81,1695,9.5,14.8,2005
-81,100,100,-95,100,100,100,-96,100,100,100,-89,-97,100,-75,1695,9.5,14.8,2005
-79,100,100,-91,100,100,100,-97,100,100,100,-83,100,100,-78,1693,9.5,12.5,104D
-81,100,100,-91,100,100,100,-94,100,100,100,-82,100,100,-86,1693,9.5,12.5,104D
-85,100,100,-91,100,100,100,100,100,100,100,-83,100,100,-91,1693,9.5,12.5,104D
-81,100,100,-91,100,100,100,100,100,100,100,-86,100,100,-85,1693,9.5,12.5,104D
-87,100,100,-94,100,100,100,100,100,100,100,-84,-93,100,-79,1693,9.5,12.5,104D
-82,100,100,-89,100,100,100,100,100,100,100,-85,100,100,-77,1693,9.5,12.5,104D
-89,100,100,-93,100,100,100,100,100,100,100,-86,100,100,-71,1693,9.5,12.5,104D
-84,100,100,-90,100,100,100,100,100,100,100,-83,-91,100,-70,1693,9.5,12.5,104D
-82,100,100,-92,100,100,100,100,100,100,100,-84,-94,100,-73,1693,9.5,12.5,104D
-85,100,100,-89,100,100,100,-98,100,100,100,-83,-94,100,-70,1693,9.5,12.5,104D
-83,100,100,100,100,100,100,100,100,100,100,-91,100,100,-85,1693,9.5,12.5,1002
-86,100,100,100,100,100,100,100,100,100,100,-94,100,100,-79,1693,9.5,12.5,1002
-85,100,100,100,100,100,100,100,100,100,100,-98,100,100,-87,1693,9.5,12.5,1002
-87,100,100,100,100,100,100,-97,100,100,100,-92,100,100,-78,1693,9.5,12.5,1002
-86,100,100,100,100,100,100,100,100,100,100,-92,100,100,-78,1693,9.5,12.5,1002
-84,100,100,-94,100,100,100,-96,100,100,100,-90,100,100,-87,1693,9.5,12.5,1002
-83,100,100,-94,100,100,100,100,100,100,100,100,100,100,-85,1693,9.5,12.5,1002
-83,100,100,100,100,100,100,100,100,100,100,-93,100,100,-81,1693,9.5,12.5,1002
-89,100,100,100,100,100,100,100,100,100,100,-94,100,100,-87,1693,9.5,12.5,1002
-87,100,100,100,100,100,100,100,100,100,100,-89,100,100,-79,1693,9.5,12.5,1002
-87,100,100,-93,100,100,100,100,100,100,100,-86,100,100,-76,1693,9.5,12.5,10CE
-86,100,100,100,100,100,100,100,100,100,100,-86,100,100,-77,1693,9.5,12.5,10CE
-80,100,100,-93,100,100,100,100,100,100,100,-89,100,100,-82,1693,9.5,12.5,10CE
-92,100,100,-92,100,100,100,100,100,100,100,-84,100,100,-89,1693,9.5,12.5,10CE
-82,100,100,-89,100,100,100,100,100,100,100,-81,100,100,-82,1693,9.5,12.5,10CE
-81,100,100,-93,100,-97,100,100,100,100,100,-88,100,100,-81,1693,9.5,12.5,10CE
-82,100,100,100,100,100,100,100,100,100,100,-84,100,100,-79,1693,9.5,12.5,10CE
-82,100,100,-93,100,100,100,100,100,100,100,-86,100,100,-82,1693,9.5,12.5,10CE
-85,100,100,-93,100,100,100,100,100,100,100,-90,100,100,-87,1693,9.5,12.5,10CE
-87,100,100,100,100,100,100,-97,100,100,100,-84,100,100,-83,1693,9.5,12.5,10CE
-81,100,100,-92,100,100,100,100,100,100,100,100,100,100,-88,1693,9.5,12.5,1210
-85,100,100,-95,100,100,100,100,100,100,100,-84,100,100,-77,1693,9.5,12.5,1210
-80,100,100,-98,100,100,100,100,100,100,100,-94,-95,100,-84,1693,9.5,12.5,1210
-82,100,100,100,100,-93,100,-99,100,100,100,-87,100,100,-78,1693,9.5,12.5,1210
-95,100,100,-94,100,-96,100,100,100,100,100,-83,100,100,-87,1693,9.5,12.5,1210
-85,100,100,100,100,100,100,100,100,100,100,-84,-94,100,-91,1693,9.5,12.5,1210
-81,100,100,100,100,100,100,-91,100,100,100,-92,100,100,-81,1693,9.5,12.5,1210
-82,100,100,100,100,100,100,100,100,100,100,-95,100,100,-75,1693,9.5,12.5,1210
-85,100,100,100,100,-95,100,100,100,100,100,-88,100,100,-78,1693,9.5,12.5,1210
-84,100,100,100,100,100,100,-95,100,100,100,-82,-97,100,-75,1693,9.5,12.5,1211
-85,100,100,100,100,100,100,100,100,100,100,-90,100,100,-76,1693,9.5,12.5,1211
-88,100,100,100,100,100,100,100,100,100,100,-82,100,100,-82,1693,9.5,12.5,1211
-87,100,100,-93,100,100,100,100,100,100,100,-94,100,100,-81,1693,9.5,12.5,1211
-87,100,100,-93,100,100,100,100,100,100,100,-87,100,100,-75,1693,9.5,12.5,1211
-84,100,100,-96,100,100,100,100,100,100,100,-86,100,100,-83,1693,9.5,12.5,1211
-87,100,100,-94,100,100,100,100,100,100,100,-87,100,100,-75,1693,9.5,12.5,1211
-82,100,100,-93,100,100,100,100,100,100,100,-86,100,100,-83,1693,9.5,12.5,1211
-87,100,100,-91,100,-93,100,100,100,100,100,-84,100,100,-78,1693,9.5,12.5,1211
-83,100,100,-93,100,100,100,-96,100,100,100,-82,-94,100,-78,1693,9.5,12.5,1211
-81,100,100,-91,100,100,100,-97,100,100,100,-87,-97,100,-89,1693,9.5,12.5,1212
-88,100,100,100,100,100,100,100,100,100,100,-96,100,100,-77,1693,9.5,12.5,1212
-80,100,100,-98,100,100,100,100,100,100,100,-89,-96,100,-85,1693,9.5,12.5,1212
-81,100,100,-94,100,-96,100,100,100,100,100,-84,100,100,-78,1693,9.5,12.5,1212
-80,100,100,100,100,100,100,-95,100,100,100,-94,100,100,-79,1693,9.5,12.5,1212
-83,100,100,-94,100,100,100,100,100,100,100,-82,-99,100,-85,1693,9.5,12.5,1212
-88,100,100,-95,100,-93,100,-95,100,100,100,-84,100,100,-83,1693,9.5,12.5,1212
-85,100,100,-95,100,-95,100,100,100,100,100,-88,100,100,-79,1693,9.5,12.5,1212
-85,100,100,100,100,100,100,-94,100,100,100,-89,100,100,-77,1693,9.5,12.5,1212
-85,100,100,100,100,100,100,100,100,100,100,-90,100,100,-75,1693,9.5,12.5,1212
-85,100,100,100,100,100,100,-95,100,100,100,-86,100,100,-71,1693,9.5,12.5,1210
-84,100,100,-91,100,100,100,100,100,100,100,-87,100,100,-76,1693,9.5,12.5,1210
-82,100,100,-93,100,100,100,100,100,100,100,-83,100,100,-81,1693,9.5,12.5,1210
-82,100,100,100,100,100,100,-95,100,100,100,-88,100,100,-75,1693,9.5,12.5,1210
-79,100,100,-93,100,-95,100,-96,100,100,100,-84,100,100,-83,1693,9.5,12.5,1210
-86,100,100,-91,100,100,100,100,100,100,100,-88,100,100,-86,1693,9.5,12.5,1210
-89,100,100,100,100,-93,100,-95,100,100,100,-84,100,100,-84,1693,9.5,12.5,1210
-87,100,100,100,100,100,100,100,100,100,100,-88,100,100,-78,1693,9.5,12.5,1210
-80,100,100,100,100,100,100,100,100,100,100,-86,-94,100,-71,1693,9.5,12.5,1210
-81,100,100,-90,100,100,100,100,100,100,100,-86,-95,100,-75,1693,9.5,12.5,1210
-87,100,100,100,100,100,100,-97,100,100,100,-96,100,100,-78,1693,9.5,12.5,121D
-89,100,100,-95,100,100,100,-96,100,100,100,-83,100,100,-85,1693,9.5,12.5,121D
-83,100,100,100,100,100,100,100,100,100,100,-88,100,100,-85,1693,9.5,12.5,121D
-89,100,100,100,100,100,100,100,100,100,100,-95,100,100,-79,1693,9.5,12.5,121D
-81,100,100,100,100,100,100,100,100,100,100,-88,100,100,-81,1693,9.5,12.5,121D
-86,100,100,100,100,100,100,100,100,100,100,-89,100,100,-78,1693,9.5,12.5,121D
-87,100,100,100,100,100,100,100,100,100,100,-82,100,100,-77,1693,9.5,12.5,121D
-82,100,100,100,100,100,100,-97,100,100,100,-85,100,100,-80,1693,9.5,12.5,1F61
-91,100,100,-93,100,100,100,100,100,100,100,-86,100,100,-81,1693,9.5,12.5,1F61
-87,100,100,100,100,100,100,100,100,100,100,-93,100,100,-78,1693,9.5,12.5,1F61
-88,100,100,100,100,100,100,100,100,100,100,-86,100,100,-87,1693,9.5,12.5,1F61
-84,100,100,100,100,100,100,100,100,100,100,-86,100,100,-87,1693,9.5,12.5,1F61
-84,100,100,-93,100,100,100,100,100,100,100,-88,100,100,-81,1693,9.5,12.5,1F61
-85,100,100,100,100,100,100,100,100,100,100,-94,100,100,-78,1693,9.5,12.5,1F61
-87,100,100,100,100,100,100,100,100,100,100,-88,100,100,-78,1693,9.5,12.5,1F61
-88,100,100,100,100,100,100,100,100,100,100,-95,100,100,-85,1693,9.5,12.5,1F61
-94,100,100,100,100,100,100,100,100,100,100,-88,-95,100,-79,1693,9.5,12.5,1F61
-80,100,100,-92,100,100,100,-91,100,100,100,-82,-93,100,-73,1693,9.5,12.5,2055
-83,100,100,-89,100,100,100,100,100,100,100,-77,-95,100,-77,1693,9.5,12.5,2055
-81,100,100,100,100,-95,100,-97,100,100,100,-87,100,100,-80,1693,9.5,12.5,2055
-84,100,100,-94,100,100,100,100,100,100,100,-92,-89,100,-75,1693,9.5,12.5,2055
-83,100,100,-92,100,100,100,100,100,100,100,-77,100,100,-77,1693,9.5,12.5,2055
-97,100,100,-94,100,100,100,100,100,100,100,-84,100,100,-78,1693,9.5,12.5,2055
-83,100,100,-91,100,-97,100,100,100,100,100,-77,100,100,-83,1693,9.5,12.5,2055
-91,100,100,-93,100,100,100,-95,100,100,100,-86,-95,100,-72,1693,9.5,12.5,2055
-88,100,-96,-89,100,100,100,-97,100,100,100,-81,-91,100,-75,1693,9.5,12.5,2055
-87,100,100,-92,100,-99,100,-94,100,100,100,-77,-92,100,-84,1693,9.5,12.5,2055
-89,100,100,100,100,100,100,-96,100,100,100,-88,100,100,-78,1693,9.5,12.5,2005
-80,100,100,-93,100,100,100,100,100,100,100,-87,100,100,-95,1693,9.5,12.5,2005
100,100,100,-91,100,100,100,100,100,100,100,-87,-97,100,-76,1693,9.5,12.5,2005
-87,100,100,-93,100,100,100,100,100,100,100,-85,100,100,-88,1693,9.5,12.5,2005
