WAP96,WAP100,WAP101,WAP102,WAP104,WAP105,WAP106,WAP107,WAP108,WAP112,WAP114,WAP115,WAP116,WAP117,WAP118,LABEL,X,Y,DEVICE
100,100,-97,100,100,100,100,-71,100,100,-94,100,-77,100,-89,4675,20.6,14.8,1F61
100,100,-88,100,-94,100,100,-77,100,100,-92,100,-76,100,-87,4675,20.6,14.8,1F61
100,100,-86,100,-94,100,100,-70,100,100,-91,100,-76,-98,-87,4675,20.6,14.8,1F61
100,100,-89,100,-97,100,100,-67,100,100,-97,100,-96,100,-89,4675,20.6,14.8,1F61
100,100,-94,100,100,100,100,-83,100,100,-96,100,-78,100,100,4675,20.6,14.8,1F61
100,100,-86,100,-96,100,100,-74,100,100,-94,100,-75,100,-88,4675,20.6,14.8,1F61
100,100,-86,100,-97,100,100,-67,100,100,-94,100,-75,100,-87,4675,20.6,14.8,1F61
100,100,-93,100,-98,100,100,-67,100,100,-97,100,-94,100,-88,4675,20.6,14.8,1F61
100,100,-87,100,-94,100,-94,-73,100,100,-94,100,-81,100,100,4675,20.6,14.8,2055
100,100,-95,100,-93,100,100,-76,100,100,-96,100,-85,100,-97,4675,20.6,14.8,2055
100,100,100,100,-86,100,100,-75,100,100,-95,100,-81,100,-90,4675,20.6,14.8,2055
100,100,100,100,-83,100,-95,-72,100,100,-94,100,-81,100,-91,4675,20.6,14.8,2055
100,100,-88,100,-89,100,-93,-67,100,100,100,100,-79,100,-91,4675,20.6,14.8,2055
100,100,100,100,-90,100,100,100,100,100,100,100,-88,100,-93,4675,20.6,14.8,2055
100,100,100,100,-84,100,-94,-71,100,100,-93,100,-79,100,-93,4675,20.6,14.8,2055
100,100,100,100,-85,100,100,-72,100,100,-93,100,-80,100,-89,4675,20.6,14.8,2055
100,100,100,100,-88,100,-94,-69,100,100,100,100,-78,100,-88,4675,20.6,14.8,2055
100,100,-87,100,-86,100,-90,-66,100,100,-93,100,-78,100,-93,4675,20.6,14.8,2005
100,100,-96,100,-92,100,100,-73,100,100,100,100,-83,100,-93,4675,20.6,14.8,2005
100,100,-94,100,-92,100,100,-69,100,100,100,100,-93,100,-95,4675,20.6,14.8,2005
100,100,100,100,-94,100,100,-69,100,100,100,100,-83,100,-88,4675,20.6,14.8,2005
100,100,100,100,-92,100,-94,-67,100,100,-94,100,-83,100,-91,4675,20.6,14.8,2005
100,100,100,100,-90,100,-95,-67,100,100,-95,100,-88,100,-96,4675,20.6,14.8,2005
100,100,100,100,-88,100,100,-78,100,100,100,100,-88,100,-97,4675,20.6,14.8,2005
100,100,100,100,100,100,100,-78,100,100,-97,100,-85,100,-98,4675,20.6,14.8,2005
100,100,100,100,-96,100,-93,-72,100,100,-98,100,-85,100,-91,4675,20.6,14.8,2005
100,100,-84,100,-89,100,-93,-75,100,100,-87,100,-77,100,-85,4673,20.6,12.5,104D
100,100,-91,100,-95,100,-93,-69,100,100,100,100,-78,-95,-87,4673,20.6,12.5,104D
100,100,-87,100,-94,100,100,-67,100,100,-88,100,-77,-97,-86,4673,20.6,12.5,104D
100,100,-83,100,-92,100,100,-68,100,100,-92,100,-77,100,-85,4673,20.6,12.5,104D
100,100,-84,100,-93,100,100,-71,100,100,-92,100,-80,100,-85,4673,20.6,12.5,104D
100,100,-92,100,-89,100,100,-74,100,100,100,100,-78,100,100,4673,20.6,12.5,104D
100,100,-86,100,-94,100,100,-73,100,100,-91,100,-76,100,-84,4673,20.6,12.5,104D
100,100,-87,100,-95,100,100,-68,100,100,-95,100,-77,100,-87,4673,20.6,12.5,104D
100,100,-82,100,-97,100,-93,-72,100,100,-92,100,-76,100,-86,4673,20.6,12.5,104D
100,100,-90,100,-89,100,-94,-82,100,100,-91,100,-82,100,-89,4673,20.6,12.5,1002
100,100,-90,100,-92,100,-94,-74,100,100,-94,100,-84,-94,-86,4673,20.6,12.5,1002
100,100,100,100,100,100,100,-72,100,100,-94,100,-85,100,-88,4673,20.6,12.5,1002
100,100,-93,100,-92,100,-96,-75,100,100,100,100,-81,100,-88,4673,20.6,12.5,1002
100,100,-87,100,-92,100,-95,-87,100,100,100,100,-81,-93,-86,4673,20.6,12.5,1002
100,100,-91,100,100,100,100,-78,100,100,100,100,-85,100,-89,4673,20.6,12.5,1002
100,100,-86,100,-92,100,-93,-72,100,100,-97,100,-81,100,-88,4673,20.6,12.5,1002
100,100,-89,100,-94,100,-98,-82,100,100,-94,100,-76,100,100,4673,20.6,12.5,1002
100,100,100,100,-89,100,-95,-81,100,100,-94,100,-86,100,-88,4673,20.6,12.5,1002
100,100,-91,100,-93,100,-93,-71,100,100,100,100,-84,100,-87,4673,20.6,12.5,10CE
100,100,-91,100,-92,100,100,-68,100,100,-91,100,-81,100,-87,4673,20.6,12.5,10CE
100,100,-93,100,-93,100,100,-71,100,100,-90,100,-81,100,-88,4673,20.6,12.5,10CE
100,100,-93,100,-91,100,100,-71,100,100,-90,100,-78,100,-88,4673,20.6,12.5,10CE
100,100,-91,100,-94,100,-94,-75,100,100,-96,100,-88,-95,-85,4673,20.6,12.5,10CE
100,100,-89,100,-94,100,100,-71,100,100,100,100,-87,-94,-91,4673,20.6,12.5,10CE
100,100,-89,100,-97,100,-93,-71,100,100,-90,100,-82,100,-88,4673,20.6,12.5,10CE
100,100,-94,100,-90,100,-94,-72,100,100,-91,100,-82,-97,-88,4673,20.6,12.5,10CE
100,100,-90,100,-92,100,-95,-76,100,100,-97,100,-78,100,-91,4673,20.6,12.5,10CE
100,100,-89,100,-92,100,100,-76,100,100,-86,100,-85,100,-92,4673,20.6,12.5,1210
100,100,-97,100,100,100,100,-76,100,100,100,100,-90,100,-95,4673,20.6,12.5,1210
100,100,100,100,100,100,100,-72,100,100,100,100,-87,100,-92,4673,20.6,12.5,1210
100,100,-97,100,100,100,100,-78,100,100,-95,100,-85,100,-92,4673,20.6,12.5,1210
100,100,-93,100,-99,100,100,-76,100,100,100,100,-85,100,100,4673,20.6,12.5,1210
100,100,-91,100,100,100,100,-76,100,100,100,100,-87,100,-96,4673,20.6,12.5,1210
100,100,-95,100,100,100,100,-91,100,100,100,100,-91,100,-96,4673,20.6,12.5,1210
100,100,100,100,100,100,100,-81,100,100,100,100,-92,100,-94,4673,20.6,12.5,1210
100,100,-81,100,-92,100,-94,-77,100,100,-87,100,-73,100,-89,4673,20.6,12.5,1211
100,100,-86,100,-89,100,100,-75,100,100,-89,100,-75,100,-88,4673,20.6,12.5,1211
100,100,-86,100,100,100,100,-76,100,100,-88,100,-76,-95,-86,4673,20.6,12.5,1211
100,100,-89,100,-96,100,100,-77,100,100,-86,100,-75,-97,-84,4673,20.6,12.5,1211
100,100,-87,100,100,100,-93,-85,100,100,-84,100,-74,100,-86,4673,20.6,12.5,1211
100,100,-85,100,100,100,-94,-81,100,100,-87,100,-74,100,-95,4673,20.6,12.5,1211
100,100,-82,100,-88,100,-94,-70,100,100,-85,100,-74,100,-91,4673,20.6,12.5,1211
100,100,-82,100,-95,100,-93,-69,100,100,-86,100,-72,100,-89,4673,20.6,12.5,1211
100,100,100,100,-89,100,-93,-80,100,100,-87,100,-72,-95,-87,4673,20.6,12.5,1211
100,100,100,100,-93,100,100,-81,100,100,-96,100,-88,100,-95,4673,20.6,12.5,1212
100,100,100,100,-96,100,100,-78,100,100,-96,100,-89,100,-95,4673,20.6,12.5,1212
100,100,100,100,100,100,100,-78,100,100,100,100,-87,100,-93,4673,20.6,12.5,1212
100,100,100,100,-93,100,100,-75,100,100,100,100,-89,100,100,4673,20.6,12.5,1212
100,100,100,100,100,100,100,-79,100,100,100,100,-87,100,-97,4673,20.6,12.5,1212
100,100,100,100,-95,100,100,-79,100,100,100,100,-92,100,-94,4673,20.6,12.5,1212
100,100,-89,100,100,100,-94,-72,100,100,-92,100,-76,-91,-91,4673,20.6,12.5,1210
100,100,100,100,-94,100,100,-77,100,100,-94,100,-81,-93,-88,4673,20.6,12.5,1210
100,100,-98,100,-94,100,100,-77,100,100,-94,100,-81,100,-86,4673,20.6,12.5,1210
100,100,-88,100,-94,100,-94,-79,100,100,-95,100,-78,100,-83,4673,20.6,12.5,1210
100,100,-87,100,-94,100,100,-77,100,100,-89,100,-77,-93,-89,4673,20.6,12.5,1210
100,100,-93,100,-98,100,-94,-81,100,100,-95,100,-78,100,-86,4673,20.6,12.5,1210
100,100,-84,100,100,100,100,-71,100,100,-94,100,-75,100,-88,4673,20.6,12.5,1210
100,100,-94,100,-88,100,-91,-75,100,100,-94,100,-75,100,-81,4673,20.6,12.5,1210
100,100,-88,100,-87,100,100,-73,100,100,100,100,-81,100,-81,4673,20.6,12.5,1210
100,100,-95,100,100,100,100,-77,100,100,-87,100,-91,100,100,4673,20.6,12.5,121D
100,100,100,100,100,100,100,-75,100,100,100,100,-85,100,-93,4673,20.6,12.5,121D
100,100,-98,100,100,100,100,-72,100,100,100,100,-86,100,100,4673,20.6,12.5,121D
100,100,-98,100,100,100,100,-73,100,100,-94,100,-85,100,-94,4673,20.6,12.5,121D
100,100,-92,100,-95,100,100,-74,100,100,100,100,-88,100,-97,4673,20.6,12.5,121D
100,100,-96,100,-96,100,100,-74,100,100,-95,100,-87,100,100,4673,20.6,12.5,121D
100,100,-90,100,-95,100,100,-87,100,100,100,100,-87,100,100,4673,20.6,12.5,121D
100,100,-96,100,-92,100,100,-69,100,100,-89,100,-79,100,-85,4673,20.6,12.5,1F61
100,100,100,100,-95,100,100,-66,100,100,100,100,-81,100,-94,4673,20.6,12.5,1F61
100,100,-88,100,-90,100,100,-66,100,100,100,100,-83,100,-87,4673,20.6,12.5,1F61
100,100,-88,100,-88,100,-96,-68,100,100,-89,100,-78,100,-88,4673,20.6,12.5,1F61
100,100,-89,100,-88,100,100,-72,100,100,-88,100,-81,100,-92,4673,20.6,12.5,1F61
100,100,-96,100,-95,100,100,-70,100,100,100,100,-81,100,-94,4673,20.6,12.5,1F61
100,100,-87,100,-90,100,100,-68,100,100,-92,100,-81,100,-89,4673,20.6,12.5,1F61
100,100,-85,100,-92,100,100,-70,100,100,-92,100,-79,100,-85,4673,20.6,12.5,1F61
100,100,-85,100,-91,100,100,-73,100,100,-93,100,-74,100,-88,4673,20.6,12.5,1F61
100,100,-85,100,100,100,100,-78,100,100,-92,100,-78,100,-87,4673,20.6,12.5,2055
100,100,-89,100,-94,100,100,-71,100,100,100,100,-81,100,-87,4673,20.6,12.5,2055
100,100,-88,100,-96,100,100,-71,100,100,-97,100,-81,100,-87,4673,20.6,12.5,2055
100,100,-90,100,-89,100,100,-76,100,100,-92,100,-74,-97,-87,4673,20.6,12.5,2055
100,100,-88,100,-90,100,-96,-72,100,100,-97,100,-78,100,-87,4673,20.6,12.5,2055
100,100,-87,100,-93,100,100,-73,100,100,-96,100,-77,100,100,4673,20.6,12.5,2055
100,100,-88,100,100,100,-93,-77,100,100,-92,100,-77,100,-91,4673,20.6,12.5,2055
100,100,-89,100,-89,100,-92,-79,100,100,-96,100,-78,100,-87,4673,20.6,12.5,2055
100,100,-88,100,-90,100,100,100,100,100,100,100,-88,100,-88,4673,20.6,12.5,2055
100,100,-91,100,-87,100,100,-76,100,100,-88,100,-79,100,-93,4673,20.6,12.5,2005
100,100,100,100,-98,100,-93,-77,100,100,-92,100,-85,100,-95,4673,20.6,12.5,2005
100,100,100,100,-90,100,100,-78,100,100,-91,100,-84,100,-89,4673,20.6,12.5,2005
100,100,-91,100,-90,100,100,-74,100,100,100,100,-87,100,-90,4673,20.6,12.5,2005
100,100,-97,100,-93,100,100,-72,100,100,-92,100,-93,100,-91,4673,20.6,12.5,2005
100,100,100,100,-95,100,-95,-72,100,100,-92,100,-87,100,100,4673,20.6,12.5,2005
100,100,100,100,-94,100,-97,-78,100,100,-93,100,-81,100,-90,4673,20.6,12.5,2005
100,100,100,100,-90,100,100,-74,100,100,-96,100,-84,-95,-93,4673,20.6,12.5,2005
100,100,-88,100,-89,100,100,-75,100,100,-95,100,-84,100,-92,4673,20.6,12.5,2005
100,100,-85,100,-82,100,100,-79,100,100,-92,100,-79,100,-87,4671,20.6,10.2,104D
100,100,-83,100,-96,100,100,-81,100,100,-91,100,-85,-90,-89,4671,20.6,10.2,104D
100,100,-82,100,-88,100,-98,-83,100,100,-88,100,-76,100,-92,4671,20.6,10.2,104D
100,100,-89,100,-92,100,100,-84,100,100,-88,100,-76,-96,-89,4671,20.6,10.2,104D
100,100,-83,100,-90,100,100,-77,100,100,-93,100,-90,100,-87,4671,20.6,10.2,104D
100,100,-92,100,-88,100,100,-74,100,100,-90,100,-84,100,-91,4671,20.6,10.2,104D
100,100,-84,100,-87,100,100,-86,100,100,-88,100,-85,100,-84,4671,20.6,10.2,104D
100,100,-81,100,-87,100,100,-80,100,100,-88,100,-81,100,-86,4671,20.6,10.2,104D
100,100,-84,100,-95,100,100,-87,100,100,-87,100,100,100,-87,4671,20.6,10.2,104D
100,100,-83,100,-92,100,100,-81,100,100,-86,100,-78,100,-88,4671,20.6,10.2,1002
100,100,-88,100,-88,100,100,-79,100,100,-91,100,-78,100,-96,4671,20.6,10.2,1002
100,100,-82,100,-88,100,100,-84,100,100,-91,100,-82,-93,-92,4671,20.6,10.2,1002
100,100,-93,100,-90,100,100,-77,100,100,-93,100,-82,100,-90,4671,20.6,10.2,1002
100,100,-87,100,-91,100,-95,-79,100,100,-85,100,-83,100,-89,4671,20.6,10.2,1002
100,100,-85,100,-90,100,100,100,100,100,-94,100,-88,100,-89,4671,20.6,10.2,1002
100,100,-86,100,-93,100,100,-84,100,100,-91,100,-89,100,-88,4671,20.6,10.2,1002
100,100,100,100,100,100,-94,-81,100,100,-89,100,-85,100,-95,4671,20.6,10.2,1002
100,100,-87,100,100,100,100,100,100,100,-90,100,-83,100,-93,4671,20.6,10.2,1002
100,100,-87,100,100,100,100,-77,100,100,-88,100,-87,100,-86,4671,20.6,10.2,10CE
100,100,-86,100,100,100,100,-88,100,100,-90,100,-82,100,-93,4671,20.6,10.2,10CE
100,100,-87,100,-89,100,100,-80,100,100,-90,100,-81,-94,-90,4671,20.6,10.2,10CE
100,100,-93,100,-90,100,100,-79,100,100,-91,100,-86,100,-91,4671,20.6,10.2,10CE
100,100,-91,100,-94,100,100,-81,100,100,-88,100,-81,100,-87,4671,20.6,10.2,10CE
100,100,-89,100,-92,100,-95,-80,100,100,-89,100,-87,100,-83,4671,20.6,10.2,10CE
100,100,-99,100,-93,100,100,-83,100,100,-94,100,-85,100,-96,4671,20.6,10.2,10CE
100,100,-88,100,-93,100,100,-84,100,100,-94,100,-85,-93,-88,4671,20.6,10.2,10CE
100,100,-91,100,-92,100,-94,-81,100,100,-92,100,-84,-94,-88,4671,20.6,10.2,10CE
100,100,-89,100,100,100,100,-84,100,100,100,100,-87,100,-96,4671,20.6,10.2,1210
100,100,-96,100,-93,100,100,-96,100,100,-96,100,-90,100,-90,4671,20.6,10.2,1210
100,100,-93,100,-95,100,100,-83,100,100,-87,100,-94,100,-88,4671,20.6,10.2,1210
100,100,-92,100,100,100,100,-84,100,100,-89,100,-92,100,-87,4671,20.6,10.2,1210
100,100,-91,100,100,100,100,-88,100,100,-91,100,-89,100,-93,4671,20.6,10.2,1210
100,100,-89,100,-99,100,100,-82,100,100,100,100,-93,100,-93,4671,20.6,10.2,1210
100,100,-94,100,100,100,100,-87,100,100,-89,100,-92,100,-92,4671,20.6,10.2,1210
100,100,-78,100,-89,100,-95,-79,100,100,-85,100,-75,100,-95,4671,20.6,10.2,1211
100,100,-80,100,-93,100,100,-83,100,100,-84,100,-76,100,-93,4671,20.6,10.2,1211
100,100,-80,100,100,100,100,-84,100,100,-88,100,-74,100,-87,4671,20.6,10.2,1211
100,100,100,100,-93,100,-94,-73,100,100,-88,100,-87,100,-93,4671,20.6,10.2,1211
100,100,-89,100,-94,100,100,-82,100,100,-85,100,-90,100,-88,4671,20.6,10.2,1211
100,100,-77,100,-89,100,-95,-83,100,100,-81,100,-87,100,-97,4671,20.6,10.2,1211
100,-93,-79,100,-89,100,-93,-78,100,100,-84,100,100,-93,-91,4671,20.6,10.2,1211
100,-93,-79,100,-89,100,-92,-77,100,100,-93,100,-84,-90,-86,4671,20.6,10.2,1211
100,100,-87,100,100,100,100,100,100,100,-84,100,-82,100,100,4671,20.6,10.2,1211
100,100,-93,100,-98,100,100,-86,100,100,-95,100,-82,100,100,4671,20.6,10.2,1212
100,100,100,100,-95,100,100,-87,100,100,-94,100,-91,100,100,4671,20.6,10.2,1212
100,100,100,100,100,100,100,-83,100,100,-98,100,-90,100,-93,4671,20.6,10.2,1212
100,100,100,100,100,100,100,-87,100,100,-90,100,-91,100,-97,4671,20.6,10.2,1212
100,100,-91,100,-93,100,100,-89,100,100,100,100,-91,100,-92,4671,20.6,10.2,1212
100,100,100,100,100,100,100,-91,100,100,-90,100,-91,100,-93,4671,20.6,10.2,1212
100,100,100,100,100,100,100,-85,100,100,-90,100,-91,100,-91,4671,20.6,10.2,1212
100,100,-91,100,100,100,100,-81,100,100,100,100,-87,100,100,4671,20.6,10.2,1212
100,100,-88,100,-98,100,-93,-82,100,100,100,100,-80,100,-91,4671,20.6,10.2,1210
100,100,-81,100,-93,100,100,-85,100,100,-91,100,-78,-97,-93,4671,20.6,10.2,1210
100,-97,-89,100,100,100,100,-85,100,100,-90,100,-87,-94,-87,4671,20.6,10.2,1210
100,-94,-92,100,-94,100,100,-81,100,100,-86,100,-85,100,-87,4671,20.6,10.2,1210
100,100,-91,100,-94,100,100,-78,100,100,-84,100,-82,100,-87,4671,20.6,10.2,1210
100,100,-81,100,-89,100,100,-81,100,100,-84,100,-81,100,-93,4671,20.6,10.2,1210
100,100,-81,100,-92,100,100,-81,100,100,-92,100,-83,-92,-93,4671,20.6,10.2,1210
100,100,-82,100,-89,100,100,-85,100,100,-94,100,-84,100,-89,4671,20.6,10.2,1210
100,100,-88,100,100,100,100,-81,100,100,-87,100,-85,100,-91,4671,20.6,10.2,1210
100,100,-93,100,100,100,100,-91,100,100,-93,100,100,100,100,4671,20.6,10.2,121D
100,100,-95,100,-96,100,100,-90,100,100,-94,100,-89,100,100,4671,20.6,10.2,121D
100,100,100,100,-92,100,100,-83,100,100,-89,100,-96,100,-93,4671,20.6,10.2,121D
100,100,-88,100,100,100,100,-81,100,100,-88,100,100,100,-91,4671,20.6,10.2,121D
100,100,-88,100,-94,100,100,-88,100,100,-89,100,100,100,100,4671,20.6,10.2,121D
100,100,-90,100,100,100,100,-88,100,100,-94,100,100,100,-93,4671,20.6,10.2,121D
100,100,-90,100,100,100,100,-85,100,100,-95,100,-86,100,-94,4671,20.6,10.2,121D
100,100,-97,100,-94,100,100,-85,100,100,-89,100,-96,100,100,4671,20.6,10.2,121D
100,100,-95,100,100,100,100,-82,100,100,-89,100,-94,100,-94,4671,20.6,10.2,121D
100,100,-87,100,-88,100,100,-71,100,100,-93,100,-82,100,-90,4671,20.6,10.2,1F61
100,100,-85,100,-92,100,100,-78,100,100,-90,100,-89,-91,-90,4671,20.6,10.2,1F61
100,100,-82,100,100,100,100,-81,100,100,-91,100,-82,100,-89,4671,20.6,10.2,1F61
100,100,-81,100,-89,100,100,-87,100,100,-97,100,-87,100,-89,4671,20.6,10.2,1F61
100,100,-86,100,-91,100,100,-86,100,100,-96,100,-89,100,-90,4671,20.6,10.2,1F61
100,100,-87,100,-93,100,100,-80,100,100,-89,100,-82,100,-91,4671,20.6,10.2,1F61
100,100,-87,100,-90,100,100,-78,100,100,-89,100,-83,100,-92,4671,20.6,10.2,1F61
100,100,-83,100,-91,100,100,-78,100,100,-86,100,-84,100,-92,4671,20.6,10.2,1F61
100,100,-85,100,100,100,100,-78,100,100,-86,100,-84,100,-91,4671,20.6,10.2,1F61
100,100,-86,100,-93,100,100,-88,100,100,-92,100,-86,-93,100,4671,20.6,10.2,2055
100,100,-89,100,-91,100,100,-79,100,100,-89,100,-84,100,-91,4671,20.6,10.2,2055
100,100,-86,100,-90,100,100,-83,100,100,-92,100,-86,-97,-87,4671,20.6,10.2,2055
100,100,-87,100,100,100,100,-85,100,100,-87,100,-90,100,-90,4671,20.6,10.2,2055
100,100,-87,100,-94,100,100,-82,100,100,-87,100,-79,-93,-92,4671,20.6,10.2,2055
100,100,-89,100,-91,100,100,-81,100,100,-94,100,-80,100,-90,4671,20.6,10.2,2055
100,100,-96,100,-98,100,100,-88,100,100,-88,100,-85,100,100,4671,20.6,10.2,2055
100,100,-88,100,-95,100,100,-87,100,100,-88,100,-83,-94,-89,4671,20.6,10.2,2055
100,100,-87,100,-93,100,100,-79,100,100,-95,100,-86,-93,-88,4671,20.6,10.2,2055
100,100,-86,100,-95,100,100,-87,100,100,-90,100,-87,100,100,4671,20.6,10.2,2005
100,100,-91,100,-94,100,100,-96,100,100,-85,100,-85,100,-93,4671,20.6,10.2,2005
100,100,-93,100,100,100,100,-83,100,100,-88,100,-87,-94,-91,4671,20.6,10.2,2005
100,100,-87,100,-98,100,-97,-91,100,100,-89,100,-86,100,-93,4671,20.6,10.2,2005
100,100,-91,100,-90,100,100,-87,100,100,-94,100,-87,100,100,4671,20.6,10.2,2005
100,100,-89,100,-92,100,100,-89,100,100,-93,100,-91,100,100,4671,20.6,10.2,2005
100,100,100,100,100,100,100,-82,100,100,-90,100,-88,100,-93,4671,20.6,10.2,2005
100,100,100,100,100,100,100,-82,100,100,-88,100,-85,100,-94,4671,20.6,10.2,2005
100,-75,100,100,100,100,-90,100,-65,-92,-94,100,100,100,100,4715,37.3,6.1,104D
100,-78,100,100,100,100,-91,100,-74,-91,100,100,100,-88,100,4715,37.3,6.1,104D
100,-84,100,100,100,100,100,100,-82,-93,100,100,100,-91,100,4715,37.3,6.1,104D
100,-83,100,100,-95,100,100,100,-76,-91,-96,100,100,-96,100,4715,37.3,6.1,104D
100,-78,100,100,100,100,-91,100,-69,100,100,100,100,-86,100,4715,37.3,6.1,104D
100,-75,100,100,100,100,100,100,-70,-91,-94,100,100,-87,100,4715,37.3,6.1,104D
100,-77,100,100,100,100,100,100,-71,-87,-95,100,100,-89,100,4715,37.3,6.1,104D
100,-87,100,100,100,100,100,100,-75,-94,-94,100,100,100,100,4715,37.3,6.1,104D
100,-87,100,100,100,100,100,100,-75,-91,100,100,100,100,100,4715,37.3,6.1,104D
100,-85,100,100,100,100,100,100,-68,100,100,100,100,-95,100,4715,37.3,6.1,1002
100,-87,100,100,100,100,100,100,-72,100,100,100,100,-91,100,4715,37.3,6.1,1002
100,-87,100,100,100,100,100,100,-71,-91,100,100,100,100,100,4715,37.3,6.1,1002
100,-80,100,100,100,100,-96,100,-71,-91,100,100,100,-95,100,4715,37.3,6.1,1002
100,-83,100,100,100,100,100,100,-72,-93,100,100,100,100,100,4715,37.3,6.1,1002
100,-85,100,100,100,100,100,100,-71,-95,100,100,100,-94,100,4715,37.3,6.1,1002
100,-78,100,100,100,100,100,100,-68,-93,100,100,100,100,100,4715,37.3,6.1,10CE
100,-78,100,100,100,100,-94,100,-68,100,100,100,100,-89,100,4715,37.3,6.1,10CE
100,-81,100,100,100,100,100,100,-71,-96,-94,100,100,-87,100,4715,37.3,6.1,10CE
100,-82,100,100,100,100,100,100,-75,-91,-94,100,100,-95,100,4715,37.3,6.1,10CE
100,-81,100,100,100,100,-95,100,-77,-93,100,100,100,-90,100,4715,37.3,6.1,10CE
100,-80,100,100,100,100,100,100,-77,-95,100,100,100,100,100,4715,37.3,6.1,10CE
100,-83,100,100,100,100,100,100,-74,-92,100,100,100,-90,100,4715,37.3,6.1,10CE
100,-86,100,100,100,100,-97,100,-71,100,100,100,100,-90,100,4715,37.3,6.1,10CE
100,-77,100,100,-97,100,100,100,-61,-89,100,100,100,-85,100,4715,37.3,6.1,1210
100,-77,100,100,-97,100,100,100,-61,-91,-95,100,100,-91,100,4715,37.3,6.1,1210
100,-78,100,100,100,100,100,100,-60,-91,100,100,100,-97,100,4715,37.3,6.1,1210
100,-79,100,100,100,100,100,100,-68,-94,100,100,100,-91,100,4715,37.3,6.1,1210
100,-78,100,100,100,100,-93,100,-62,-89,100,100,100,100,100,4715,37.3,6.1,1210
100,-78,100,100,100,100,-91,100,-62,-92,-97,100,100,-96,100,4715,37.3,6.1,1210
100,-79,100,100,100,100,100,100,-63,-94,-95,100,100,-87,100,4715,37.3,6.1,1210
100,-83,100,100,100,100,100,100,-62,-94,100,100,100,-91,100,4715,37.3,6.1,1210
100,-81,100,100,100,100,-90,100,-66,-94,100,100,100,-93,100,4715,37.3,6.1,1211
100,-80,100,100,100,100,100,100,-68,-94,100,100,100,-87,100,4715,37.3,6.1,1211
100,-93,100,100,100,100,100,100,-79,-95,100,100,100,-92,100,4715,37.3,6.1,1211
100,-87,100,100,100,100,-95,100,-75,-93,100,100,100,-96,100,4715,37.3,6.1,1211
100,-81,100,100,100,100,-96,100,-70,-94,-100,100,100,-95,100,4715,37.3,6.1,1211
100,-87,100,100,100,100,100,100,-63,-93,100,100,100,-93,100,4715,37.3,6.1,1211
100,-81,100,100,100,100,100,100,-75,100,100,100,100,-97,100,4715,37.3,6.1,1211
100,-87,100,100,100,100,100,100,-76,-93,100,100,100,100,100,4715,37.3,6.1,1211
100,-76,100,100,100,100,-91,100,-65,-95,100,100,100,-93,100,4715,37.3,6.1,1212
100,-76,100,100,100,100,100,100,-66,100,100,100,100,-93,100,4715,37.3,6.1,1212
100,-84,100,100,100,100,100,100,-76,-95,100,100,100,-92,100,4715,37.3,6.1,1212
100,-84,100,100,100,100,100,100,-70,-93,100,100,100,100,100,4715,37.3,6.1,1212
100,-81,100,100,100,100,100,100,-68,-94,100,100,100,-90,100,4715,37.3,6.1,1212
100,-78,100,100,100,100,-94,100,-70,-93,100,100,100,-91,100,4715,37.3,6.1,1212
100,-80,100,100,-99,100,100,100,-65,-94,100,100,100,-88,100,4715,37.3,6.1,1212
100,-78,100,100,100,100,100,100,-67,-97,-98,100,100,-90,100,4715,37.3,6.1,1212
100,-78,100,100,100,100,100,100,-76,-97,100,100,100,-88,100,4715,37.3,6.1,1212
100,-75,100,100,-94,100,100,100,-66,-88,-90,100,100,-85,100,4715,37.3,6.1,1210
100,-75,100,100,-95,100,-94,100,-61,-92,100,100,100,-89,100,4715,37.3,6.1,1210
100,-76,100,100,100,100,100,100,-60,-93,-95,100,100,-85,100,4715,37.3,6.1,1210
100,-76,100,100,-96,100,-87,100,-66,100,-96,100,100,-92,100,4715,37.3,6.1,1210
100,-75,100,100,-92,100,100,100,-61,-85,-98,100,100,-83,100,4715,37.3,6.1,1210
100,-74,100,100,100,100,-91,100,-64,-92,100,100,100,-84,100,4715,37.3,6.1,1210
100,-75,-99,100,100,100,100,100,-60,-87,-95,100,100,-86,100,4715,37.3,6.1,1210
100,-74,100,100,-95,100,100,100,-72,-87,100,100,100,-82,100,4715,37.3,6.1,1210
100,-88,100,100,100,100,100,100,-71,-89,100,100,100,-94,100,4715,37.3,6.1,1210
100,-75,100,100,100,100,-91,100,-64,-89,100,100,100,-91,100,4715,37.3,6.1,121D
100,-76,100,100,100,100,-89,100,-64,-91,100,100,100,-95,100,4715,37.3,6.1,121D
100,-85,100,100,100,100,-88,100,-64,-91,100,100,100,-86,100,4715,37.3,6.1,121D
100,100,100,100,100,100,100,100,-66,-87,100,100,100,-86,100,4715,37.3,6.1,121D
100,-83,100,100,-96,100,-94,100,-70,-89,-95,100,100,-87,100,4715,37.3,6.1,121D
100,-78,100,100,100,100,100,100,-71,-89,-94,100,100,-87,100,4715,37.3,6.1,121D
100,-73,100,100,100,100,100,100,-62,-89,100,100,100,-84,100,4715,37.3,6.1,121D
100,-71,100,100,100,100,100,100,-72,-91,-92,100,100,-82,100,4715,37.3,6.1,121D
100,-80,100,100,100,100,100,100,-59,-91,100,100,100,-87,100,4715,37.3,6.1,121D
