WAP96,WAP100,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP110,WAP112,WAP114,WAP115,WAP116,WAP117,WAP118,LABEL,X,Y,DEVICE,OLDLABEL,FIXX,FIXY,OLDX,OLDY,ROOMID
100,100,100,-83,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-89,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-86,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,104D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-89,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-93,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
-97,100,100,-85,100,100,100,100,100,100,100,100,100,-85,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-93,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-90,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,1002,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-77,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-93,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-84,100,100,100,100,100,100,100,100,100,-97,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,10CE,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-79,100,100,100,100,100,100,100,100,100,-95,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-78,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-97,100,100,-81,100,100,100,100,100,100,100,100,100,-83,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-93,100,100,-80,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-93,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-92,100,100,100,100,100,100,100,100,100,-87,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-95,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-91,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-96,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-92,100,100,100,100,100,100,100,100,100,-98,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-90,100,100,100,100,100,100,100,100,100,-96,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,1211,4137,3.3,1.6,-27.9,28.6,41
-93,100,100,-80,100,100,100,100,100,100,100,100,100,-94,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-88,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
-95,100,100,-87,100,100,100,100,100,100,100,100,100,-89,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-79,100,100,100,100,100,100,100,100,100,-87,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-79,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
-94,100,100,-88,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
-94,100,100,-86,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1212,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-91,100,100,-82,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-94,100,100,-83,100,100,100,100,100,100,100,100,100,-87,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-85,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-94,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-95,100,100,-84,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-89,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
-88,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,1210,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-77,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-96,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-79,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-86,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,121D,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-84,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-93,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-93,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-82,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,4131,3.4,1.6,1F61,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-78,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-95,100,100,-80,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-79,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-96,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-97,100,100,-82,100,100,100,100,100,100,100,100,100,-83,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-96,100,100,-84,100,100,100,100,100,100,100,100,100,-96,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-89,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-95,100,100,-78,100,100,100,100,100,100,100,100,100,-89,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-95,100,100,-82,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,2055,4137,3.3,1.6,-27.9,28.6,41
-97,100,100,-78,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-78,100,100,100,100,100,100,100,100,100,-96,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-84,100,100,100,100,100,100,100,100,100,-92,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-90,100,100,100,100,100,100,100,100,100,-90,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
100,100,100,-89,100,100,100,100,100,100,100,100,100,-91,100,100,100,4131,3.4,1.6,2005,4137,3.3,1.6,-27.9,28.6,41
-93,100,100,-86,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-86,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-87,100,100,-83,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-88,100,100,-90,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-87,100,100,-86,100,100,100,100,100,100,100,100,100,-85,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-88,100,100,-78,100,100,100,100,100,100,100,100,100,-90,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-89,100,100,100,100,100,100,100,100,100,-89,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,104D,4151,5.3,7.6,-25.9,22.6,41
-92,100,100,-75,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-82,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-84,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-89,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-85,100,100,100,100,100,100,100,100,100,-89,100,100,-94,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-81,100,100,100,100,100,100,100,100,100,-96,100,100,100,4157,5.4,8.2,1002,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-84,100,100,100,100,100,100,100,100,100,-93,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-79,100,100,100,100,100,100,100,100,100,-91,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-78,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-78,100,100,100,100,100,100,100,100,100,-90,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-79,100,100,100,100,100,100,100,100,100,-92,100,100,-98,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-85,100,100,100,100,100,100,100,100,100,-93,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-89,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-80,100,100,100,100,100,100,100,100,100,-90,100,100,100,4157,5.4,8.2,10CE,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-77,100,100,100,100,100,100,100,100,100,-89,100,100,-91,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-95,100,100,-76,100,100,100,100,100,100,100,100,100,-89,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-75,100,100,100,100,100,100,100,100,100,-83,100,100,-93,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-82,100,100,100,100,100,100,100,100,100,-82,100,100,-93,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-78,100,100,100,100,100,100,100,100,100,-82,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-78,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-76,100,100,100,100,100,100,100,100,100,-93,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-77,100,100,100,100,100,100,100,100,100,-88,100,100,-93,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-78,100,100,100,100,100,100,100,100,100,-83,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-96,100,100,-78,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-81,100,100,100,100,100,100,100,100,100,-91,100,100,-96,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-96,100,100,-79,100,100,100,100,100,100,100,100,100,-96,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-92,100,100,-81,100,100,100,100,100,100,100,100,100,-95,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-89,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-90,100,100,100,100,100,100,100,100,100,-88,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-91,100,100,100,100,100,100,100,100,100,-87,100,100,100,4157,5.4,8.2,1211,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-80,100,100,100,100,100,100,100,100,100,-88,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-83,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-84,100,100,100,100,100,100,100,100,100,-84,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-83,100,100,100,100,100,100,100,100,100,-95,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
-96,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-78,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-80,100,100,100,100,100,100,100,100,100,-86,100,100,-97,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-85,100,100,100,100,100,100,100,100,100,-84,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,1212,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-77,100,100,100,100,100,100,100,100,100,-88,100,100,-93,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-92,100,100,-77,100,100,100,100,100,100,100,100,100,-96,100,100,100,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-76,100,100,100,100,100,100,100,100,100,-87,100,100,-95,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-85,100,100,100,100,100,100,100,100,100,-91,100,100,-95,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-82,100,100,100,100,100,100,100,100,100,-88,100,100,-97,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-88,100,100,-97,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-96,100,100,-77,100,100,100,100,100,100,100,100,100,-94,100,100,-92,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-87,100,100,100,100,100,100,100,100,100,-90,100,100,-94,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
-95,100,100,-85,100,100,100,100,100,100,100,100,100,-90,100,100,-94,4157,5.4,8.2,1210,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-77,100,100,100,100,100,100,100,100,100,-87,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-87,100,100,100,100,100,100,100,100,100,-82,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,-82,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-87,100,100,100,100,100,100,100,100,100,-95,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-92,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-82,100,100,100,100,100,100,100,100,100,-82,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-85,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-87,100,100,100,100,100,100,100,100,100,-95,100,100,100,4157,5.4,8.2,121D,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-83,100,100,100,100,100,100,100,100,100,-84,100,100,-97,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-81,100,100,100,100,100,100,100,100,100,-87,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-80,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-81,100,100,100,100,100,100,100,100,100,-83,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-83,100,100,100,100,100,100,100,100,100,-83,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-80,100,100,100,100,100,100,100,100,100,-81,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-81,100,100,100,100,100,100,100,100,100,-92,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-85,100,100,100,100,100,100,100,100,100,-94,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-97,100,100,-81,100,100,100,100,100,100,100,100,100,-95,100,100,100,4157,5.4,8.2,1F61,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-73,100,100,100,100,100,100,100,100,100,-85,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-87,100,100,100,100,100,100,100,100,100,-87,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-90,100,100,-76,100,100,100,100,100,100,100,100,100,-87,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-95,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-94,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-87,100,100,-75,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-91,100,100,-75,100,100,100,100,100,100,100,100,100,-83,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-89,100,100,-87,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-93,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,2055,4151,5.3,7.6,-25.9,22.6,41
-87,100,100,-78,100,100,100,100,100,100,100,100,100,-86,100,100,100,4157,5.4,8.2,2005,4151,5.3,7.6,-25.9,22.6,41
-87,100,100,-77,100,100,100,100,100,100,100,100,100,-84,100,100,100,4157,5.4,8.2,2005,4151,5.3,7.6,-25.9,22.6,41
