WAP96,WAP100,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP110,WAP112,WAP114,WAP115,WAP116,WAP117,WAP118,LABEL,X,Y,DEVICE,OLDLABEL,FIXX,FIXY,OLDX,OLDY,ROOMID
-87,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-94,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,-89,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-90,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-90,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-95,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-90,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,-89,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-90,4441,4.1,16.6,121D,4445,4.3,16.1,-26.9,14.1,44
-85,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-92,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-93,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,-93,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-84,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-88,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,-93,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-83,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,-93,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-89,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,-92,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
-84,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,1F61,4445,4.3,16.1,-26.9,14.1,44
100,100,100,100,-96,100,-93,100,100,100,100,100,100,100,100,100,-84,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-91,100,100,100,100,100,-96,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-90,100,100,100,100,100,-97,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-90,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-94,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-84,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-95,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-87,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-88,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-89,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-88,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,2055,4445,4.3,16.1,-26.9,14.1,44
-80,100,100,-91,100,100,-87,100,100,100,100,100,100,-96,100,100,-88,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-83,100,100,-91,-93,100,-90,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-83,100,100,-89,100,100,-90,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-85,100,100,-94,100,100,-88,100,100,100,100,100,100,100,100,100,-88,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-87,100,100,-93,100,100,-81,100,100,100,100,100,100,100,100,100,-89,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-85,100,100,-92,100,100,-89,100,100,100,100,100,100,100,100,100,-83,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-85,100,100,-91,100,100,-89,100,100,100,100,100,100,100,100,100,-92,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-84,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,-87,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-88,100,100,-91,100,100,-81,100,100,100,100,100,100,100,100,100,-85,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-82,100,100,-93,100,100,-87,100,100,100,100,100,100,100,100,100,-84,4441,4.1,16.6,2005,4445,4.3,16.1,-26.9,14.1,44
-95,100,100,100,-91,100,-77,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-92,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,-95,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,-95,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-99,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,104D,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-96,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-95,100,-92,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-92,100,100,100,-95,100,-82,100,100,100,100,100,100,100,100,100,-96,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-92,100,-83,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-91,100,100,100,100,100,-81,100,100,100,-97,100,100,100,100,100,-92,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-94,100,-78,100,100,100,100,100,100,100,100,100,-90,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,1002,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-97,100,-85,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-96,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-98,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,10CE,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-93,100,-80,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-97,100,-76,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-95,100,-78,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-95,100,-83,100,100,100,100,100,100,100,100,100,-95,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-92,100,100,100,-95,100,-78,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-92,100,-71,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-96,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-96,100,-77,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
-97,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-77,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-94,4465,6.4,20.8,1211,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-98,100,100,100,100,100,100,100,100,100,100,100,-90,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-99,100,-83,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
-92,100,100,100,100,100,-81,100,100,100,100,100,100,-97,100,100,-86,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
-96,100,100,100,100,100,-81,100,100,100,100,100,100,-96,100,100,-95,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1212,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-95,100,-73,100,100,100,100,100,100,100,100,100,-94,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-94,100,-79,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-77,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-96,100,-72,100,100,100,100,100,100,100,100,100,-97,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-78,100,100,100,100,100,100,100,100,100,-97,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-95,100,-82,100,100,100,100,100,100,100,100,100,-91,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-96,100,100,100,-93,100,-76,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,-94,4465,6.4,20.8,1210,4461,6.3,20.1,-24.9,10.1,44
-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-94,100,-88,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-89,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-97,100,100,100,-94,100,-83,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,-94,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,121D,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-96,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-74,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-78,100,100,100,100,100,100,100,100,100,-97,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-97,100,-78,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-97,100,-78,100,100,100,100,100,100,100,100,100,-96,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
-97,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
-98,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-95,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,4465,6.4,20.8,1F61,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-93,100,-72,100,-97,100,100,100,100,100,100,100,-95,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-72,100,-97,100,100,100,100,100,100,100,-91,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-96,100,-72,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,-94,100,-76,100,100,100,100,100,100,100,100,100,-90,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-93,100,-75,100,100,100,-97,100,100,100,100,100,-96,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-97,100,100,100,-92,100,-75,100,-99,100,100,100,100,100,100,100,-92,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,-85,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-95,100,100,100,-89,100,-76,100,100,100,100,100,100,100,100,100,-85,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-93,100,100,100,-97,100,100,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-93,100,-78,100,100,100,100,100,100,100,100,100,-86,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-91,100,-73,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-96,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,-93,4465,6.4,20.8,2055,4461,6.3,20.1,-24.9,10.1,44
-91,100,100,100,-95,100,-87,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
-91,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
-94,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,-94,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-98,100,-81,100,100,100,100,100,100,100,100,100,-89,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,-95,100,-78,100,100,100,100,100,100,100,100,100,-87,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-77,100,100,100,-98,100,100,100,100,100,-88,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-92,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
-91,100,100,100,-99,100,-77,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-88,4465,6.4,20.8,2005,4461,6.3,20.1,-24.9,10.1,44
-91,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-95,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-89,100,100,100,-94,100,-76,100,100,100,100,100,100,100,100,100,-95,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,-92,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-87,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-92,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-79,100,100,100,-97,100,100,100,100,100,-94,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-92,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,-97,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-93,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,104D,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,-93,100,100,-87,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-93,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-92,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
-93,100,100,100,-96,100,-81,100,100,100,100,100,100,100,100,100,-94,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-91,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,-97,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-94,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,-93,100,-85,100,100,100,100,100,100,100,100,100,-90,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
-93,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-89,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-94,4463,6.4,18.7,1002,4463,6.3,18.1,-24.9,12.1,44
-87,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-96,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
-95,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
-93,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
-95,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-97,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,10CE,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,-98,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-89,100,100,100,-92,100,-77,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-92,100,100,100,-98,100,-80,100,100,100,100,100,100,100,100,100,-93,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-90,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,-97,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-94,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-94,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,-96,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,-97,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-95,100,100,100,-95,100,-85,100,100,100,100,100,100,100,100,100,-98,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
-91,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,-94,4463,6.4,18.7,1210,4463,6.3,18.1,-24.9,12.1,44
